x,y,cluster,_id
0.6262084499,0.5239698359,1,120
0.7353797197,0.6050443926,1,121
0.5999399225,0.4936480234,1,122
0.5372289612,0.5595328581,1,123
0.6798440956,0.5815133178,1,124
0.6238817725,0.568519032,1,125
0.6200574027,0.5681232228,1,126
0.606771353,0.565404753,1,127
0.6305306353,0.5806303588,1,128
0.6640679067,0.6626074475,1,129
0.5506073562,0.6562690633,1,130
0.5685011188,0.6017931027,1,131
0.6132843514,0.5818667189,1,132
0.6010533735,0.5614444861,1,133
0.5576807951,0.5314075693,1,134
0.6679145668,0.5704567573,1,135
0.6148796963,0.6153049851,1,136
0.5773471632,0.5527551692,1,137
0.6346161195,0.6120015006,1,138
0.6358388988,0.5720987131,1,139
0.5809825966,0.553396728,1,140
0.6546890192,0.5243254117,1,141
0.5737372043,0.5619544711,1,142
0.6105182377,0.6325585694,1,143
0.6220476035,0.5431709319,1,144
0.6204299683,0.567947066,1,145
0.6165312976,0.5963496387,1,146
0.6125105613,0.5745268503,1,147
0.6316716837,0.532662415,1,148
0.620496839,0.5657451054,1,149
0.6197357863,0.568121048,1,150
0.6775853504,0.5628559157,1,151
0.614493332,0.5782957369,1,152
0.6914583767,0.586251067,1,153
0.6087169733,0.5251692247,1,154
0.6773582022,0.4374387665,1,155
0.6248933252,0.5862728148,1,156
0.6402279549,0.49685908,1,157
0.6178273164,0.563560543,1,158
0.6593625413,0.5893131514,1,159
0.6048331628,0.6408814367,1,160
0.5813827597,0.5685201194,1,161
0.5723743148,0.5643184524,1,162
0.6576642367,0.5839642902,1,163
0.5803680226,0.5289826942,1,164
0.5824495073,0.5743735286,1,165
0.6801869409,0.6131965399,1,166
0.687605348,0.5654884818,1,167
0.6124097245,0.5206543901,1,168
0.622297042,0.6162499252,1,169
0.6328573127,0.5868175961,1,170
0.6188600979,0.5184045844,1,171
0.5853833286,0.5904777439,1,172
0.618110721,0.5358625977,1,173
0.6212239257,0.5678187542,1,174
0.5591721189,0.5533956407,1,175
0.6000959542,0.5479239046,1,176
0.6707295068,0.5853985549,1,177
0.6042536163,0.5278746459,1,178
0.5967651542,0.5349981243,1,179
0.8359543835,0.2865147586,2,426
0.8288172582,0.2822152267,2,427
0.8285168705,0.2722297433,2,428
0.8233975434,0.2816030273,2,429
0.8431265364,0.3093151087,2,430
0.8407436027,0.2979116715,2,431
0.83550964,0.2887656516,2,432
0.8022037626,0.2428833178,2,433
0.8282398346,0.3000755735,2,434
0.8350097016,0.2856785573,2,435
0.8321278908,0.2868224894,2,436
0.8302342811,0.2905435309,2,437
0.8565335903,0.3550919658,2,438
0.8430734644,0.3185774791,2,439
0.8327201746,0.2811441496,2,440
0.8355467904,0.3037194104,2,441
0.8321045391,0.3084212758,2,442
0.8465783407,0.3216743599,2,443
0.8726027368,0.3782228819,2,444
0.8452356185,0.3239448259,2,445
0.8478648065,0.3475639792,2,446
0.8134985501,0.262311678,2,447
0.8112896926,0.2550805483,2,448
0.8338198269,0.2920234658,2,449
0.8183058137,0.2745882877,2,450
0.8315770033,0.2918592703,2,451
0.8633193789,0.3573080624,2,452
0.7994641849,0.2182441947,2,453
0.8298065206,0.2928096473,2,454
0.8057712638,0.2513703806,2,455
0.8432953055,0.3066336101,2,456
0.8334907803,0.296407814,2,457
0.8292450187,0.2902542857,2,458
0.8278057055,0.2911622546,2,459
0.8260384072,0.2881491026,2,460
0.834654119,0.2927030833,2,461
0.7961238319,0.2245978024,2,462
0.8553946648,0.3501139039,2,463
0.8195890952,0.2690676192,2,464
0.8295698194,0.2853566904,2,465
0.8332689393,0.2899846135,2,466
0.8396715479,0.3064302685,2,467
0.8687263564,0.3746616864,2,468
0.8392894293,0.3154066559,2,469
0.8047236221,0.2188890158,2,470
0.849601323,0.3262642244,2,471
0.8302183595,0.2917070359,2,472
0.8062722637,0.2510104552,2,473
0.8389816116,0.296587233,2,474
0.8226067703,0.2810549838,2,475
0.8432560322,0.3187155774,2,476
0.8627557541,0.3505173248,2,477
0.821880745,0.2779178696,2,478
0.8302650629,0.2918364351,2,479
0.8325460984,0.2931434754,2,480
0.8270191781,0.2985543177,2,481
0.8710466652,0.3824745687,2,482
0.8280052563,0.2960326651,2,483
0.8324707361,0.301666422,2,484
0.8327244203,0.2932478646,2,485
0.8313434864,0.3043772801,2,486
0.8313158889,0.2986945908,2,487
0.8112758938,0.2529688409,2,488
0.3450530508,0.7082973136,3,741
0.4151654361,0.7821907605,3,742
0.4114408417,0.8049747998,3,743
0.4252565501,0.7604908469,3,744
0.4011310709,0.8058479723,3,745
0.412468316,0.7836826567,3,746
0.4011936959,0.7594730518,3,747
0.4311624046,0.8415599667,3,748
0.4115522929,0.7775715365,3,749
0.4187191386,0.8456550697,3,750
0.414784379,0.7763841089,3,751
0.4166716201,0.7969933724,3,752
0.4102488441,0.7603364378,3,753
0.4273189289,0.7643543362,3,754
0.420546939,0.7388507397,3,755
0.4189261195,0.8077606877,3,756
0.4019069839,0.8385674751,3,757
0.4293951063,0.7293621926,3,758
0.4076514994,0.8060795859,3,759
0.4044799154,0.7848755213,3,760
0.4060349256,0.7958331294,3,761
0.4809195471,0.8473383462,3,762
0.4232875782,0.8583209643,3,763
0.3281623494,0.7356875282,3,764
0.4232843939,0.8269552594,3,765
0.4304363794,0.7550278099,3,766
0.4788019734,0.782427811,3,767
0.4041572375,0.8044300184,3,768
0.417163067,0.7871220647,3,769
0.5016155123,0.8465684755,3,770
0.40360635,0.7595361203,3,771
0.4222813327,0.7990604968,3,772
0.4297613033,0.7800214215,3,773
0.3891028281,0.8158921746,3,774
0.4318512795,0.8018844433,3,775
0.4361586047,0.7885084843,3,776
0.4095875667,0.7943347089,3,777
0.4345377852,0.8005643543,3,778
0.4330836118,0.77321981,3,779
0.4396963856,0.7982982379,3,780
0.481553227,0.8021214939,3,781
0.4166694972,0.7896513291,3,782
0.4360938568,0.8627172737,3,783
0.4132261845,0.8272912623,3,784
0.4270843505,0.7322861788,3,785
0.3952273393,0.7205489134,3,786
0.4169783763,0.8001326613,3,787
0.4026192104,0.7973326374,3,788
0.3851521469,0.7596046257,3,789
0.538872071,0.8485507837,3,790
0.4550225238,0.8199970641,3,791
0.4361925708,0.7818580198,3,792
0.4179113825,0.7687386844,3,793
0.3951795745,0.781617707,3,794
0.4214130744,0.8078226688,3,795
0.3926034586,0.7846819662,3,796
0.4019282127,0.7890075954,3,797
0.4817793138,0.8221990246,3,798
0.3922818422,0.8015517026,3,799
0.3793534979,0.8036155649,3,800
0.4200427548,0.7974283275,3,801
0.4638112504,0.863228346,3,802
0.4505825185,0.8361360757,3,803
0.846822472,0.7382244042,4,1057
0.8539150168,0.7542111816,4,1058
0.8044253574,0.8124223197,4,1059
0.9007999015,0.680741816,4,1060
0.8341042929,0.7040934719,4,1061
0.8709267224,0.8042168904,4,1062
0.8248644541,0.7342663122,4,1063
0.8626899448,0.7956178266,4,1064
0.8466112453,0.7158013777,4,1065
0.8875701081,0.7388420406,4,1066
0.8335003333,0.7735579877,4,1067
0.8860830301,0.7854735846,4,1068
0.8770204518,0.6526339254,4,1069
0.8248538397,0.6780635796,4,1070
0.8569613508,0.7983547821,4,1071
0.8474264316,0.7266589462,4,1072
