cluster high,cluster low,cluster mean,cluster label,cluster stream,window high,window low,window mean,window label,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels)
"[0.10413089 0.11044185 0.12621926 0.08835348 0.03155481 0.00631096
 0.04417674 0.05995415 0.10097541 0.07888704 0.06310963 0.09781992]","[0.         0.         0.00631096 0.         0.         0.
 0.         0.00315548 0.         0.         0.         0.        ]","[0.05206544 0.05522093 0.06626511 0.04417674 0.01577741 0.00315548
 0.02208837 0.03155481 0.0504877  0.03944352 0.03155481 0.04890996]",18,,"[0.37348895 0.40683618 0.29345561 0.10921217 0.01125469 0.00917049
 0.08170071 0.1425594  0.18924552 0.19966653 0.20925386 0.35681534]","[0.         0.02084202 0.         0.         0.         0.
 0.         0.00708629 0.         0.         0.         0.        ]","[0.18674448 0.2138391  0.1467278  0.05460609 0.00562734 0.00458524
 0.04085035 0.07482284 0.09462276 0.09983326 0.10462693 0.17840767]",,6.0,False,True,[],[]
"[0.08835348 0.07257607 0.09150896 0.02524385 0.00946644 0.00631096
 0.01893289 0.03786578 0.19248437 0.07888704 0.06310963 0.04733222]","[0.         0.         0.00631096 0.         0.         0.
 0.         0.00631096 0.         0.         0.         0.        ]","[0.04417674 0.03628804 0.04890996 0.01262193 0.00473322 0.00315548
 0.00946644 0.02208837 0.09624218 0.03944352 0.03155481 0.02366611]",35,,,,,,,,,,
"[0.07257607 0.170396   0.06310963 0.01262193 0.00315548 0.00315548
 0.01893289 0.04417674 0.04733222 0.00631096 0.01262193 0.05679867]","[0.01577741 0.10413089 0.00315548 0.         0.         0.
 0.         0.00315548 0.00315548 0.         0.         0.        ]","[0.04417674 0.13726344 0.03313256 0.00631096 0.00157774 0.00157774
 0.00946644 0.02366611 0.02524385 0.00315548 0.00631096 0.02839933]",58,,,,,,,,,,
"[0.05679867 0.23035015 0.03786578 0.01893289 0.         0.
 0.00315548 0.04417674 0.04417674 0.03155481 0.05364318 0.04102126]","[0.0504877  0.19879533 0.00946644 0.00946644 0.         0.
 0.         0.02208837 0.01577741 0.00631096 0.03786578 0.        ]","[0.05364318 0.21457274 0.02366611 0.01419967 0.         0.
 0.00157774 0.03313256 0.02997707 0.01893289 0.04575448 0.02051063]",27,,,,,,,,,,
"[0.14830763 0.170396   0.09781992 0.03155481 0.00631096 0.01262193
 0.04417674 0.0504877  0.04733222 0.0504877  0.06310963 0.05995415]","[0.         0.0504877  0.02524385 0.         0.         0.
 0.         0.         0.00315548 0.         0.         0.00631096]","[0.07415381 0.11044185 0.06153189 0.01577741 0.00315548 0.00631096
 0.02208837 0.02524385 0.02524385 0.02524385 0.03155481 0.03313256]",22,,,,,,,,,,
"[0.08835348 0.05679867 0.04102126 0.00631096 0.         0.00315548
 0.00315548 0.03155481 0.02839933 0.01893289 0.00946644 0.02524385]","[0.         0.         0.00631096 0.         0.         0.
 0.         0.00315548 0.         0.         0.         0.        ]","[0.04417674 0.02839933 0.02366611 0.00315548 0.         0.00157774
 0.00157774 0.01735515 0.01419967 0.00946644 0.00473322 0.01262193]",33,,,,,,,,,,
"[0.02524385 0.01262193 0.06942059 0.00631096 0.00946644 0.
 0.         0.03786578 0.19248437 0.07888704 0.06310963 0.04417674]","[0.01577741 0.         0.03155481 0.         0.         0.
 0.         0.00946644 0.10097541 0.04102126 0.01262193 0.00315548]","[0.02051063 0.00631096 0.0504877  0.00315548 0.00473322 0.
 0.         0.02366611 0.14672989 0.05995415 0.03786578 0.02366611]",13,,,,,,,,,,
"[0.14830763 0.19879533 0.09781992 0.01262193 0.00315548 0.01262193
 0.0347103  0.04417674 0.05679867 0.02208837 0.05364318 0.08835348]","[0.01577741 0.10728637 0.00315548 0.         0.         0.
 0.         0.         0.00315548 0.         0.         0.        ]","[0.08204252 0.15304085 0.0504877  0.00631096 0.00157774 0.00631096
 0.01735515 0.02208837 0.02997707 0.01104419 0.02682159 0.04417674]",23,,,,,,,,,,
"[0.10413089 0.04102126 0.10097541 0.05679867 0.         0.
 0.01577741 0.03155481 0.02208837 0.01893289 0.0347103  0.05364318]","[0.08835348 0.00946644 0.04102126 0.00631096 0.         0.
 0.         0.00315548 0.00631096 0.         0.00315548 0.00946644]","[0.09624218 0.02524385 0.07099833 0.03155481 0.         0.
 0.0078887  0.01735515 0.01419967 0.00946644 0.01893289 0.03155481]",42,,,,,,,,,,
"[0.03786578 0.07888704 0.12621926 0.08835348 0.03155481 0.
 0.01262193 0.03155481 0.02524385 0.05364318 0.03155481 0.09781992]","[0.01893289 0.00315548 0.09466444 0.00946644 0.         0.
 0.         0.01262193 0.01893289 0.00946644 0.01577741 0.06626511]","[0.02839933 0.04102126 0.11044185 0.04890996 0.01577741 0.
 0.00631096 0.02208837 0.02208837 0.03155481 0.02366611 0.08204252]",19,,,,,,,,,,
"[0.14830763 0.170396   0.09781992 0.03155481 0.         0.01262193
 0.0347103  0.02839933 0.04733222 0.0504877  0.06310963 0.05995415]","[0.01893289 0.09150896 0.00315548 0.         0.         0.
 0.         0.         0.00631096 0.         0.         0.        ]","[0.08362026 0.13095248 0.0504877  0.01577741 0.         0.00631096
 0.01735515 0.01419967 0.02682159 0.02524385 0.03155481 0.02997707]",10,,,,,,,,,,
"[0.10413089 0.11359733 0.12621926 0.08835348 0.03155481 0.00631096
 0.04417674 0.05995415 0.19248437 0.05364318 0.05995415 0.09781992]","[0.         0.00315548 0.03155481 0.         0.         0.
 0.         0.         0.00631096 0.         0.         0.00631096]","[0.05206544 0.05837641 0.07888704 0.04417674 0.01577741 0.00315548
 0.02208837 0.02997707 0.09939767 0.02682159 0.02997707 0.05206544]",24,,,,,,,,,,
"[0.10413089 0.10097541 0.07888704 0.05679867 0.00315548 0.
 0.01893289 0.03155481 0.07257607 0.05364318 0.02524385 0.04417674]","[0.         0.00946644 0.         0.         0.         0.
 0.         0.00315548 0.00631096 0.         0.         0.00946644]","[0.05206544 0.05522093 0.03944352 0.02839933 0.00157774 0.
 0.00946644 0.01735515 0.03944352 0.02682159 0.01262193 0.02682159]",37,,,,,,,,,,
"[0.22175907 0.38599416 0.31054606 0.18382659 0.02459358 0.06002501
 0.03918299 0.10212589 0.12922051 0.20758649 0.19799917 0.21759066]","[0.00875365 0.0216757  0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","[0.11525636 0.20383493 0.15527303 0.0919133  0.01229679 0.03001251
 0.0195915  0.05106294 0.06461025 0.10379325 0.09899958 0.10879533]",4,,,,,,,,,,
"[0.06310963 0.23035015 0.03786578 0.01893289 0.01262193 0.
 0.01893289 0.085198   0.06942059 0.0347103  0.05364318 0.04102126]","[0.01262193 0.12306378 0.00946644 0.         0.         0.
 0.         0.01893289 0.00315548 0.         0.00631096 0.        ]","[0.03786578 0.17670696 0.02366611 0.00946644 0.00631096 0.
 0.00946644 0.05206544 0.03628804 0.01735515 0.02997707 0.02051063]",59,,,,,,,,,,
"[0.10413089 0.11044185 0.12621926 0.08835348 0.03155481 0.
 0.04417674 0.0504877  0.06942059 0.05364318 0.03786578 0.09781992]","[0.         0.00315548 0.0504877  0.00315548 0.         0.
 0.         0.00315548 0.00946644 0.         0.         0.00631096]","[0.05206544 0.05679867 0.08835348 0.04575448 0.01577741 0.
 0.02208837 0.02682159 0.03944352 0.02682159 0.01893289 0.05206544]",3,,,,,,,,,,
"[0.10097541 0.1199083  0.085198   0.03155481 0.         0.00315548
 0.01893289 0.03786578 0.05679867 0.02208837 0.02524385 0.09466444]","[0.06942059 0.05995415 0.00315548 0.         0.         0.
 0.         0.         0.00631096 0.00315548 0.00315548 0.01262193]","[0.085198   0.08993122 0.04417674 0.01577741 0.         0.00157774
 0.00946644 0.01893289 0.03155481 0.01262193 0.01419967 0.05364318]",9,,,,,,,,,,
"[0.14830763 0.19879533 0.09781992 0.01262193 0.00315548 0.00315548
 0.01577741 0.05364318 0.03471113 0.08835348 0.05364318 0.04102126]","[0.01577741 0.13884118 0.00946644 0.00631096 0.         0.
 0.         0.01577741 0.00631096 0.         0.         0.        ]","[0.08204252 0.16881826 0.05364318 0.00946644 0.00157774 0.00157774
 0.0078887  0.0347103  0.02051105 0.04417674 0.02682159 0.02051063]",39,,,,,,,,,,
"[0.06942059 0.05679867 0.03786578 0.00631096 0.         0.00315548
 0.00315548 0.02208837 0.02839933 0.01893289 0.00946644 0.02524385]","[0.         0.         0.00631096 0.         0.         0.
 0.         0.00315548 0.         0.         0.         0.        ]","[0.0347103  0.02839933 0.02208837 0.00315548 0.         0.00157774
 0.00157774 0.01262193 0.01419967 0.00946644 0.00473322 0.01262193]",32,,,,,,,,,,
"[0.06310963 0.23035015 0.03786578 0.01893289 0.01262193 0.
 0.01893289 0.085198   0.07573155 0.0347103  0.05995415 0.04102126]","[0.00631096 0.08204252 0.01893289 0.         0.         0.
 0.00315548 0.04417674 0.0347103  0.01262193 0.00631096 0.02839933]","[0.0347103  0.15619633 0.02839933 0.00946644 0.00631096 0.
 0.01104419 0.06468737 0.05522093 0.02366611 0.03313256 0.0347103 ]",48,,,,,,,,,,
"[0.01893289 0.10413089 0.05995415 0.01577741 0.00315548 0.00315548
 0.01577741 0.01577741 0.19248437 0.04417674 0.01262193 0.04417674]","[0.         0.01262193 0.         0.00631096 0.         0.
 0.         0.         0.04733222 0.         0.         0.        ]","[0.00946644 0.05837641 0.02997707 0.01104419 0.00157774 0.00157774
 0.0078887  0.0078887  0.1199083  0.02208837 0.00631096 0.02208837]",28,,,,,,,,,,
"[0.02839933 0.08204252 0.06626511 0.0347103  0.         0.
 0.01893289 0.03786578 0.01893289 0.0504877  0.02524385 0.04733222]","[0.         0.07257607 0.04733222 0.00631096 0.         0.
 0.         0.00631096 0.01262193 0.00631096 0.00315548 0.02524385]","[0.01419967 0.0773093  0.05679867 0.02051063 0.         0.
 0.00946644 0.02208837 0.01577741 0.02839933 0.01419967 0.03628804]",7,,,,,,,,,,
"[0.10413089 0.04733222 0.10097541 0.05679867 0.00946644 0.
 0.01577741 0.03786578 0.19248437 0.07888704 0.06310963 0.05364318]","[0.01577741 0.         0.03155481 0.         0.         0.
 0.         0.00315548 0.01577741 0.         0.00315548 0.00315548]","[0.05995415 0.02366611 0.06626511 0.02839933 0.00473322 0.
 0.0078887  0.02051063 0.10413089 0.03944352 0.03313256 0.02839933]",26,,,,,,,,,,
"[0.00315548 0.01262193 0.03786578 0.00631096 0.         0.
 0.         0.02208837 0.02208837 0.00631096 0.00631096 0.00631096]","[0.         0.         0.03786578 0.         0.         0.
 0.         0.01893289 0.00631096 0.         0.00631096 0.        ]","[0.00157774 0.00631096 0.03786578 0.00315548 0.         0.
 0.         0.02051063 0.01419967 0.00315548 0.00631096 0.00315548]",30,,,,,,,,,,
