cluster high,cluster low,cluster mean,cluster label,cluster stream,window high,window low,window mean,window label,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels)
[0.84908798 0.410383   0.42841553],[0.40175648 0.09021462 0.06672556],[0.62542223 0.25029881 0.24757055],17,,[0.93000052 0.35218001 0.61222263],[0.20776386 0.04198929 0.07051915],[0.56888219 0.19708465 0.34137089],,9.0,False,True,[],[]
[0.49997402 0.34194252 0.55568259],[0.08351089 0.02801019 0.0498363 ],[0.29174245 0.18497636 0.30275944],9,,,,,,,,,,
[0.84908798 0.410383   0.3559736 ],[0.40175648 0.22595229 0.09972458],[0.62542223 0.31816765 0.22784909],2,,,,,,,,,,
[0.59647664 0.33393961 0.44566855],[0.31034662 0.04032635 0.06672556],[0.45341163 0.18713298 0.25619706],24,,,,,,,,,,
[0.84908798 0.410383   0.3559736 ],[0.49966221 0.10679208 0.10357013],[0.6743751  0.25858754 0.22977187],0,,,,,,,,,,
[0.55599439 0.28529855 0.55568259],[0.12742296 0.02801019 0.28036169],[0.34170867 0.15665437 0.41802214],51,,,,,,,,,,
[0.53037468 0.39552045 0.22475705],[0.25931508 0.15091202 0.0498363 ],[0.39484488 0.27321623 0.13729668],25,,,,,,,,,,
[0.59647664 0.26773372 0.44566855],[0.33310814 0.04032635 0.08335499],[0.46479239 0.15403004 0.26451177],46,,,,,,,,,,
[0.34241023 0.34194252 0.30421452],[0.08351089 0.18401497 0.0498363 ],[0.21296056 0.26297875 0.17702541],32,,,,,,,,,,
[0.35722081 0.25837967 0.55568259],[0.12742296 0.02801019 0.19108247],[0.24232188 0.14319493 0.37338253],48,,,,,,,,,,
[0.35623344 0.21296056 0.23904797],[0.1779868  0.03970275 0.08325105],[0.26711012 0.12633165 0.16114951],47,,,,,,,,,,
[0.84908798 0.410383   0.22418542],[0.40175648 0.15091202 0.06672556],[0.62542223 0.28064751 0.14545549],38,,,,,,,,,,
[0.44473315 0.25588526 0.42841553],[0.1957595  0.02801019 0.18328743],[0.32024632 0.14194772 0.30585148],8,,,,,,,,,,
[0.35623344 0.34194252 0.20547732],[0.08351089 0.03970275 0.0498363 ],[0.21987216 0.19082264 0.12765681],40,,,,,,,,,,
[0.43860105 0.33393961 0.42841553],[0.18895183 0.09629476 0.17424518],[0.31377644 0.21511719 0.30133035],11,,,,,,,,,,
[0.32266279 0.25837967 0.55568259],[0.12742296 0.02801019 0.34901003],[0.22504287 0.14319493 0.45234631],20,,,,,,,,,,
[0.59647664 0.32094788 0.44566855],[0.46489633 0.04032635 0.21914462],[0.53068648 0.18063711 0.33240659],49,,,,,,,,,,
[0.31912903 0.34194252 0.20547732],[0.171387   0.03970275 0.0498363 ],[0.24525802 0.19082264 0.12765681],7,,,,,,,,,,
[0.59647664 0.2081796  0.37925479],[0.31637479 0.04567895 0.09172167],[0.45642571 0.12692927 0.23548823],50,,,,,,,,,,
[0.1957595  0.18401497 0.26123785],[0.08351089 0.0490568  0.19487606],[0.13963519 0.11653588 0.22805696],35,,,,,,,,,,
[0.33310814 0.27277452 0.29428883],[0.08351089 0.18401497 0.13724471],[0.20830952 0.22839474 0.21576677],14,,,,,,,,,,
[0.49997402 0.2819207  0.22475705],[0.41531986 0.07982123 0.06672556],[0.45764694 0.18087097 0.14574131],56,,,,,,,,,,
[0.35722081 0.07691108 0.46458452],[0.12742296 0.02801019 0.26123785],[0.24232188 0.05246064 0.36291119],21,,,,,,,,,,
[0.61954997 0.37941069 0.13028114],[0.40175648 0.20937484 0.06672556],[0.51065322 0.29439277 0.09850335],39,,,,,,,,,,
[0.24538793 0.110066   0.46458452],[0.12742296 0.02801019 0.20095619],[0.18640545 0.06903809 0.33277036],57,,,,,,,,,,
[0.84908798 0.23795666 0.1410383 ],[0.84908798 0.23795666 0.1410383 ],[0.84908798 0.23795666 0.1410383 ],29,,,,,,,,,,
[0.31912903 0.21296056 0.12394117],[0.1779868  0.03970275 0.08325105],[0.24855792 0.12633165 0.10359611],59,,,,,,,,,,
[0.61954997 0.29397703 0.22475705],[0.41531986 0.15091202 0.06672556],[0.51743491 0.22244453 0.14574131],27,,,,,,,,,,
[0.24538793 0.110066   0.26123785],[0.1779868  0.03970275 0.10273866],[0.21168737 0.07488437 0.18198826],43,,,,,,,,,,
