cluster high,cluster low,cluster mean,cluster label,cluster stream,window high,window low,window mean,window label,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels)
[0.90404539 0.4023187  0.41773557 0.57215096],[0.13967686 0.00900345 0.06647755 0.01165516],[0.52186112 0.20566108 0.24210656 0.29190306],46,,[0.88801184 0.19067588 0.29995067 0.61334484],[0.15373705 0.0273187  0.05469906 0.02738037],[0.52087444 0.10899729 0.17732486 0.3203626 ],,2.0,False,True,[],[]
[0.38067341 0.19622595 0.25999013 0.36827824],[0.08719783 0.         0.05340405 0.04600395],[0.23393562 0.09811297 0.15669709 0.2071411 ],59,,,,,,,,,,
[0.90404539 0.38048841 0.41773557 0.42784904],[0.32054761 0.01473853 0.10446473 0.03811051],[0.6122965  0.19761347 0.26110015 0.23297977],24,,,,,,,,,,
[0.37395165 0.4023187  0.41773557 0.37358165],[0.08719783 0.04273557 0.17951406 0.01165516],[0.23057474 0.22252713 0.29862481 0.1926184 ],32,,,,,,,,,,
[0.40490873 0.20430439 0.41773557 0.57215096],[0.13967686 0.         0.05340405 0.04600395],[0.2722928  0.1021522  0.23556981 0.30907745],9,,,,,,,,,,
[0.50437839 0.20430439 0.25999013 0.57215096],[0.08719783 0.         0.05340405 0.06419586],[0.29578811 0.1021522  0.15669709 0.31817341],48,,,,,,,,,,
[0.67969906 0.27738037 0.22551801 0.36685989],[0.21602121 0.01406019 0.05340405 0.03811051],[0.44786014 0.14572028 0.13946103 0.2024852 ],22,,,,,,,,,,
[0.33078441 0.0726443  0.07591268 0.15176369],[0.17310064 0.04113222 0.05340405 0.06419586],[0.25194253 0.05688826 0.06465836 0.10797977],42,,,,,,,,,,
[0.90404539 0.4023187  0.34601628 0.34132955],[0.29692896 0.2202146  0.20004933 0.05753577],[0.60048717 0.31126665 0.27303281 0.19943266],17,,,,,,,,,,
[0.38351011 0.23094475 0.28101875 0.57215096],[0.13967686 0.00900345 0.05772077 0.2325481 ],[0.26159349 0.1199741  0.16936976 0.40234953],28,,,,,,,,,,
[0.90404539 0.29014554 0.29834731 0.36685989],[0.50437839 0.01473853 0.14609028 0.100148  ],[0.70421189 0.15244203 0.2222188  0.23350395],49,,,,,,,,,,
[0.62820671 0.38048841 0.41773557 0.42784904],[0.26202516 0.04273557 0.1948076  0.05753577],[0.44511593 0.21161199 0.30627158 0.2426924 ],12,,,,,,,,,,
[0.37395165 0.4023187  0.31616922 0.14707696],[0.08719783 0.08380612 0.17951406 0.01165516],[0.23057474 0.24306241 0.24784164 0.07936606],34,,,,,,,,,,
[0.90404539 0.33448446 0.34601628 0.19702763],[0.55149235 0.2202146  0.20701776 0.100148  ],[0.72776887 0.27734953 0.27651702 0.14858781],0,,,,,,,,,,
[0.67969906 0.26011347 0.28823384 0.57215096],[0.16422052 0.01473853 0.11470153 0.18457079],[0.42195979 0.137426   0.20146769 0.37836088],26,,,,,,,,,,
[0.49395659 0.4023187  0.31616922 0.15873212],[0.29692896 0.31154415 0.20004933 0.05753577],[0.39544277 0.35693143 0.25810927 0.10813394],4,,,,,,,,,,
[0.16884558 0.19622595 0.25999013 0.12512333],[0.08719783 0.08380612 0.21466453 0.09182289],[0.12802171 0.14001603 0.23732733 0.10847311],14,,,,,,,,,,
[0.38067341 0.20430439 0.22551801 0.50178836],[0.13967686 0.         0.05340405 0.04600395],[0.26017514 0.1021522  0.13946103 0.27389615],55,,,,,,,,,,
[0.90404539 0.27738037 0.23045141 0.18457079],[0.40731376 0.01473853 0.10446473 0.03811051],[0.65567958 0.14605945 0.16745807 0.11134065],39,,,,,,,,,,
[0.40490873 0.23094475 0.41773557 0.42784904],[0.18148742 0.02775037 0.05772077 0.16693389],[0.29319808 0.12934756 0.23772817 0.29739147],11,,,,,,,,,,
[0.21817958 0.17840405 0.25561174 0.57215096],[0.13967686 0.00900345 0.11470153 0.50178836],[0.17892822 0.09370375 0.18515664 0.53696966],20,,,,,,,,,,
[0.90404539 0.33448446 0.34601628 0.36685989],[0.48063641 0.04372225 0.14609028 0.100148  ],[0.6923409  0.18910335 0.24605328 0.23350395],3,,,,,,,,,,
[0.38351011 0.23637148 0.41773557 0.57215096],[0.16422052 0.04273557 0.11470153 0.19863098],[0.27386532 0.13955353 0.26621855 0.38539097],19,,,,,,,,,,
[0.20313271 0.27799704 0.25999013 0.11809324],[0.08719783 0.08380612 0.21466453 0.01165516],[0.14516527 0.18090158 0.23732733 0.0648742 ],7,,,,,,,,,,
[0.45960779 0.18814751 0.23112975 0.27170696],[0.32054761 0.05802911 0.10446473 0.10816478],[0.3900777  0.12308831 0.16779724 0.18993587],23,,,,,,,,,,
[0.65978046 0.33448446 0.34601628 0.19702763],[0.49395659 0.27170696 0.29834731 0.15873212],[0.57686852 0.30309571 0.3221818  0.17787987],2,,,,,,,,,,
[0.48063641 0.26011347 0.28823384 0.57215096],[0.16422052 0.11618155 0.11470153 0.28533547],[0.32242847 0.18814751 0.20146769 0.42874322],1,,,,,,,,,,
[0.67969906 0.07215096 0.18333744 0.36685989],[0.45960779 0.01473853 0.10446473 0.12049827],[0.56965343 0.04344475 0.14390109 0.24367908],58,,,,,,,,,,
[0.90404539 0.2202146  0.20701776 0.100148  ],[0.90404539 0.2202146  0.20701776 0.100148  ],[0.90404539 0.2202146  0.20701776 0.100148  ],29,,,,,,,,,,
