cluster high,cluster low,cluster mean,cluster label,cluster stream,window high,window low,window mean,window label,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels)
"[0.46489633 0.30473419 0.55568259 0.18029458 0.0782858  0.21825133
 0.35643564 0.08415842 0.31188119 0.57918051 0.71280915 0.6854928 ]","[0.08351089 0.02801019 0.14259731 0.02846757 0.00711689 0.01423378
 0.05445545 0.         0.0049505  0.40900701 0.43115541 0.40531561]","[0.27420361 0.16637219 0.34913995 0.10438107 0.04270135 0.11624256
 0.20544554 0.04207921 0.15841584 0.49409376 0.57198228 0.54540421]",28,,"[0.84046147 0.26482357 0.56467287 0.49138201 0.12911313 0.44907552
 0.31683168 0.1039604  0.23267327 0.78552972 0.90291621 0.87633813]","[0.03388245 0.02681495 0.03123214 0.         0.         0.
 0.         0.         0.         0.50756737 0.55740126 0.50830565]","[0.43717196 0.14581926 0.2979525  0.24569101 0.06455657 0.22453776
 0.15841584 0.0519802  0.11633663 0.64654854 0.73015873 0.69232189]",,8.0,False,True,[],[]
"[0.84908798 0.410383   0.3559736  0.31551551 0.03083986 0.09963648
 0.51980198 0.03465347 0.21782178 0.50166113 0.59579181 0.59210041]","[0.40175648 0.22595229 0.06672556 0.12573175 0.01423378 0.01423378
 0.24752475 0.00990099 0.0049505  0.32410484 0.45478036 0.42672573]","[0.62542223 0.31816765 0.21134958 0.22062363 0.02253682 0.05693513
 0.38366337 0.02227723 0.11138614 0.41288298 0.52528608 0.50941307]",17,,,,,,,,,,
"[0.25931508 0.34194252 0.2633685  0.10912567 0.01897838 0.06167972
 0.24257426 0.02475248 0.0990099  0.51421189 0.66814323 0.6854928 ]","[0.08351089 0.18401497 0.0498363  0.02846757 0.00474459 0.01186149
 0.05445545 0.         0.0049505  0.38833518 0.49427833 0.50830565]","[0.17141298 0.26297875 0.1566024  0.06879662 0.01186149 0.0367706
 0.14851485 0.01237624 0.0519802  0.45127353 0.58121078 0.59689922]",33,,,,,,,,,,
"[0.49997402 0.28529855 0.42841553 0.20401755 0.04032905 0.09726418
 0.40594059 0.03960396 0.17326733 0.62273902 0.68475452 0.62200074]","[0.29714701 0.08548563 0.1358416  0.13759323 0.01186149 0.01897838
 0.23762376 0.00990099 0.02475248 0.46327058 0.43115541 0.40531561]","[0.39856052 0.18539209 0.28212857 0.17080539 0.02609527 0.05812128
 0.32178218 0.02475248 0.0990099  0.5430048  0.55795496 0.51365818]",24,,,,,,,,,,
"[0.34241023 0.34194252 0.55568259 0.17317769 0.03558446 0.18503917
 0.35643564 0.07920792 0.26237624 0.51421189 0.66814323 0.6854928 ]","[0.08351089 0.18401497 0.0498363  0.02846757 0.00474459 0.01186149
 0.05445545 0.         0.0049505  0.38833518 0.49427833 0.50830565]","[0.21296056 0.26297875 0.30275944 0.10082263 0.02016453 0.09845033
 0.20544554 0.03960396 0.13366337 0.45127353 0.58121078 0.59689922]",14,,,,,,,,,,
"[0.42799979 0.23712519 0.32131165 0.20876214 0.03083986 0.11149796
 0.40594059 0.05445545 0.14356436 0.56367663 0.63418236 0.64082687]","[0.1779868  0.03970275 0.10273866 0.10438107 0.00474459 0.02372297
 0.17821782 0.         0.02475248 0.44333702 0.535622   0.50756737]","[0.3029933  0.13841397 0.21202515 0.15657161 0.01779223 0.06761047
 0.29207921 0.02722772 0.08415842 0.50350683 0.58490218 0.57419712]",22,,,,,,,,,,
"[0.67770098 0.15564101 0.61081952 0.85490442 0.12911313 1.
 0.39108911 0.07920792 0.29207921 0.79549649 0.92801772 0.91989664]","[0.14987268 0.02801019 0.04043029 0.09251959 0.00948919 0.00971482
 0.05940594 0.         0.0049505  0.49686231 0.6160945  0.57696567]","[0.41378683 0.0918256  0.3256249  0.473712   0.06930116 0.50485741
 0.22524752 0.03960396 0.14851485 0.6461794  0.77205611 0.74843116]",43,,,,,,,,,,
"[0.35722081 0.25837967 0.55568259 0.18029458 0.0782858  0.21825133
 0.34158416 0.08415842 0.31188119 0.61461794 0.71280915 0.64784053]","[0.12742296 0.02801019 0.23904797 0.04981824 0.00711689 0.0782858
 0.08415842 0.00990099 0.06435644 0.47655962 0.58656331 0.57696567]","[0.24232188 0.14319493 0.39736528 0.11505641 0.04270135 0.14826857
 0.21287129 0.0470297  0.18811881 0.54558878 0.64968623 0.6124031 ]",21,,,,,,,,,,
"[0.35560983 0.15512134 0.20547732 0.20876214 0.05693513 0.13522093
 0.39108911 0.07920792 0.2029703  0.62310816 0.73791067 0.71576227]","[0.1779868  0.03970275 0.08325105 0.09251959 0.00948919 0.03083986
 0.15841584 0.00990099 0.01980198 0.49686231 0.60465116 0.6142488 ]","[0.26679832 0.09741205 0.14436418 0.15064086 0.03321216 0.0830304
 0.27475248 0.04455446 0.11138614 0.55998523 0.67128092 0.66500554]",41,,,,,,,,,,
"[0.22870654 0.30473419 0.2633685  0.05219054 0.01660608 0.03083986
 0.0990099  0.02475248 0.03960396 0.51421189 0.66814323 0.6854928 ]","[0.08351089 0.18401497 0.11547056 0.02846757 0.00711689 0.01186149
 0.05445545 0.         0.0049505  0.43152455 0.49427833 0.51495017]","[0.15610871 0.24437458 0.18941953 0.04032905 0.01186149 0.02135067
 0.07673267 0.01237624 0.02227723 0.47286822 0.58121078 0.60022148]",32,,,,,,,,,,
