cluster high,cluster low,cluster mean,cluster label,cluster stream,window high,window low,window mean,window label,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels)
"[0.52843273 0.53536755 0.51872399 0.51733703 0.54230236 0.57697642
 0.60194175 0.61165049 0.58668516 0.55755895 0.53952843 0.53398058]","[0.33564494 0.29403606 0.29819695 0.33148405 0.40499307 0.4036061
 0.41331484 0.46324549 0.44660194 0.42441054 0.37447989 0.34257975]","[0.43203883 0.4147018  0.40846047 0.42441054 0.47364771 0.49029126
 0.50762829 0.53744799 0.51664355 0.49098474 0.45700416 0.43828017]",16,,"[0.46879334 0.46185853 0.47850208 0.47850208 0.50485437 0.5520111
 0.53952843 0.50624133 0.49237171 0.48127601 0.47018031 0.47572816]","[0.13730929 0.12621359 0.1331484  0.0998613  0.10957004 0.19278779
 0.2260749  0.24549237 0.23578363 0.22052705 0.18030513 0.14701803]","[0.30305132 0.29403606 0.30582524 0.28918169 0.30721221 0.37239945
 0.38280166 0.37586685 0.36407767 0.35090153 0.32524272 0.31137309]",,4.0,False,False,"[15, 46, 58, 39, 47, 53, 1, 11, 6, 27]",[]
"[0.53120666 0.53536755 0.51872399 0.51733703 0.54230236 0.57697642
 0.60194175 0.61581137 0.63938974 0.60055479 0.54230236 0.53398058]","[0.33564494 0.29403606 0.29819695 0.33148405 0.40499307 0.4036061
 0.41331484 0.46324549 0.44660194 0.42441054 0.37447989 0.34257975]","[0.4334258  0.4147018  0.40846047 0.42441054 0.47364771 0.49029126
 0.50762829 0.53952843 0.54299584 0.51248266 0.45839112 0.43828017]",30,,,,,,,,,,
"[0.53675451 0.53536755 0.51872399 0.51733703 0.56033287 0.60332871
 0.63522885 0.65464632 0.65603329 0.61165049 0.5742025  0.55894591]","[0.33564494 0.29403606 0.29819695 0.33148405 0.40499307 0.4036061
 0.41331484 0.46324549 0.44660194 0.42441054 0.37447989 0.34257975]","[0.43619972 0.4147018  0.40846047 0.42441054 0.48266297 0.50346741
 0.52427184 0.55894591 0.55131761 0.51803051 0.47434119 0.45076283]",38,,,,,,,,,,
"[0.51040222 0.49237171 0.49237171 0.49930652 0.50485437 0.5520111
 0.53952843 0.53536755 0.52704577 0.49791956 0.47572816 0.47572816]","[0.13730929 0.12621359 0.1331484  0.0998613  0.10957004 0.19278779
 0.2260749  0.24549237 0.23578363 0.22052705 0.18030513 0.14701803]","[0.32385576 0.30929265 0.31276006 0.29958391 0.30721221 0.37239945
 0.38280166 0.39042996 0.3814147  0.3592233  0.32801664 0.31137309]",3,,,,,,,,,,
"[0.54646325 0.53536755 0.51872399 0.51733703 0.54923717 0.60194175
 0.59778086 0.61442441 0.61165049 0.57558946 0.53675451 0.5409154 ]","[0.48821082 0.48543689 0.46185853 0.46463245 0.46879334 0.51595007
 0.51040222 0.49237171 0.50069348 0.50485437 0.49098474 0.44382802]","[0.51733703 0.51040222 0.49029126 0.49098474 0.50901526 0.55894591
 0.55409154 0.55339806 0.55617198 0.54022191 0.51386963 0.49237171]",37,,,,,,,,,,
"[0.57836338 0.5520111  0.54646325 0.5852982  0.64632455 0.68654646
 0.71289875 0.76837725 0.76699029 0.7295423  0.66158114 0.6629681 ]","[0.48543689 0.45214979 0.44382802 0.55062413 0.60055479 0.62552011
 0.68654646 0.71983356 0.71428571 0.68793343 0.63938974 0.59361997]","[0.53190014 0.50208044 0.49514563 0.56796117 0.62343967 0.65603329
 0.69972261 0.74410541 0.740638   0.70873786 0.65048544 0.62829404]",41,,,,,,,,,,
"[0.80166436 0.77253814 0.76560333 0.79472954 0.90984743 0.94036061
 0.97226075 1.         0.99861304 0.92510402 0.90984743 0.81414702]","[0.51178918 0.47434119 0.46879334 0.48127601 0.59500693 0.64632455
 0.66158114 0.65603329 0.64355062 0.60610264 0.57975035 0.53675451]","[0.65672677 0.62343967 0.61719834 0.63800277 0.75242718 0.79334258
 0.81692094 0.82801664 0.82108183 0.76560333 0.74479889 0.67545076]",54,,,,,,,,,,
"[0.55062413 0.5520111  0.56033287 0.56588072 0.58807212 0.62690707
 0.66019417 0.70041609 0.71567268 0.67545076 0.64632455 0.63245492]","[0.4257975  0.40221914 0.39667129 0.46185853 0.51178918 0.5520111
 0.60055479 0.62552011 0.62829404 0.56865465 0.52565881 0.53814147]","[0.48821082 0.47711512 0.47850208 0.51386963 0.54993065 0.58945908
 0.63037448 0.6629681  0.67198336 0.6220527  0.58599168 0.5852982 ]",52,,,,,,,,,,
"[0.60887656 0.58391123 0.57281553 0.60887656 0.64355062 0.67128988
 0.59084605 0.56449376 0.57004161 0.56726768 0.57697642 0.58252427]","[0.60887656 0.58391123 0.57281553 0.60887656 0.64355062 0.67128988
 0.59084605 0.56449376 0.57004161 0.56726768 0.57697642 0.58252427]","[0.60887656 0.58391123 0.57281553 0.60887656 0.64355062 0.67128988
 0.59084605 0.56449376 0.57004161 0.56726768 0.57697642 0.58252427]",48,,,,,,,,,,
"[0.60887656 0.58391123 0.57281553 0.60887656 0.64355062 0.67128988
 0.68238558 0.66574202 0.62552011 0.57975035 0.57697642 0.58807212]","[0.52149792 0.52288488 0.51178918 0.53536755 0.55755895 0.60887656
 0.59084605 0.56449376 0.57004161 0.55062413 0.54368932 0.49653259]","[0.56518724 0.55339806 0.54230236 0.57212205 0.60055479 0.64008322
 0.63661581 0.61511789 0.59778086 0.56518724 0.56033287 0.54230236]",21,,,,,,,,,,
