cluster high,cluster low,cluster mean,cluster label,cluster stream,window high,window low,window mean,window label,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels)
"[0.51676245 0.33764368 0.50047893 0.37188697 0.22641284 0.24365421
 0.28699713 0.27131226 0.19959291 0.47329981 0.43941571 0.43642241
 0.10413089 0.15146311 0.05364318 0.05679867 0.00315548 0.00315548
 0.01893289 0.03155481 0.07257607 0.05364318 0.01577741 0.05995415
 0.32038835 0.51456311 0.21359223 0.18446602 0.         0.00970874
 0.02912621 0.06796117 0.15533981 0.13592233 0.05825243 0.21359223
 0.52843273 0.53536755 0.51872399 0.51733703 0.54230236 0.55755895
 0.59223301 0.61303745 0.59361997 0.55755895 0.52427184 0.51178918]","[0.02131226 0.1069205  0.16534962 0.0158046  0.01113506 0.07519157
 0.11075192 0.10261015 0.01664272 0.01688218 0.004909   0.0101772
 0.         0.00946644 0.         0.         0.         0.
 0.         0.         0.00631096 0.         0.         0.
 0.         0.01941748 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.33564494 0.29403606 0.29819695 0.33148405 0.40499307 0.4036061
 0.41331484 0.46324549 0.44660194 0.42441054 0.37447989 0.34257975]","[0.26903736 0.22228209 0.33291427 0.19384579 0.11877395 0.15942289
 0.19887452 0.18696121 0.10811782 0.245091   0.22216236 0.22329981
 0.05206544 0.08046478 0.02682159 0.02839933 0.00157774 0.00157774
 0.00946644 0.01577741 0.03944352 0.02682159 0.0078887  0.02997707
 0.16019417 0.26699029 0.10679612 0.09223301 0.         0.00485437
 0.01456311 0.03398058 0.0776699  0.06796117 0.02912621 0.10679612
 0.43203883 0.4147018  0.40846047 0.42441054 0.47364771 0.48058252
 0.50277393 0.53814147 0.52011096 0.49098474 0.44937587 0.42718447]",15,,"[0.63936782 0.79525862 0.75407088 0.33776341 0.07112069 0.06309866
 0.14906609 0.40289751 0.25047893 0.42540709 0.69923372 0.67444923
 0.23593164 0.39516465 0.23176323 0.0971238  0.06002501 0.01042101
 0.06502709 0.1404752  0.11254689 0.32972072 1.         0.39516465
 0.29126214 0.44660194 0.27184466 0.10679612 0.06796117 0.01941748
 0.03883495 0.31067961 0.09708738 0.15533981 0.24271845 0.2815534
 0.80166436 0.77253814 0.76560333 0.79472954 0.90984743 0.94036061
 0.97226075 1.         0.99861304 0.92510402 0.90984743 0.81414702]","[0.03077107 0.05292146 0.06597222 0.02262931 0.02466475 0.02346743
 0.02502395 0.03184866 0.02322797 0.0207136  0.0282567  0.02753831
 0.         0.01250521 0.00791997 0.         0.         0.
 0.         0.01042101 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.51178918 0.47434119 0.46879334 0.48127601 0.59500693 0.64632455
 0.66158114 0.65603329 0.64355062 0.60610264 0.57975035 0.53675451]","[0.33506944 0.42409004 0.41002155 0.18019636 0.04789272 0.04328305
 0.08704502 0.21737308 0.13685345 0.22306034 0.36374521 0.35099377
 0.11796582 0.20383493 0.1198416  0.0485619  0.03001251 0.0052105
 0.03251355 0.0754481  0.05627345 0.16486036 0.5        0.19758233
 0.14563107 0.22330097 0.13592233 0.05339806 0.03398058 0.00970874
 0.01941748 0.15533981 0.04854369 0.0776699  0.12135922 0.1407767
 0.65672677 0.62343967 0.61719834 0.63800277 0.75242718 0.79334258
 0.81692094 0.82801664 0.82108183 0.76560333 0.74479889 0.67545076]",,2.0,False,False,"[18, 16, 50, 49, 23]",[]
"[0.28987069 0.50514847 0.27777778 0.17145594 0.17373084 0.11530172
 0.14954502 0.17852011 0.30579502 0.5417864  0.49293582 0.19576149
 0.09781992 0.15777407 0.10097541 0.0347103  0.01262193 0.
 0.01893289 0.05995415 0.19248437 0.07888704 0.06310963 0.08835348
 0.26213592 0.44660194 0.31067961 0.08737864 0.02912621 0.
 0.03883495 0.13592233 0.42718447 0.14563107 0.17475728 0.23300971
 0.61442441 0.59361997 0.57281553 0.65048544 0.69348128 0.72399445
 0.75728155 0.80859917 0.83217753 0.82801664 0.73092926 0.63522885]","[0.02131226 0.06369732 0.06764847 0.01364943 0.00957854 0.01125479
 0.0101772  0.01113506 0.0730364  0.11314655 0.07926245 0.08764368
 0.         0.         0.         0.         0.         0.
 0.         0.         0.01262193 0.00631096 0.00315548 0.00315548
 0.         0.00970874 0.         0.         0.         0.
 0.         0.         0.01941748 0.         0.         0.
 0.46879334 0.46740638 0.45631068 0.46324549 0.47434119 0.50624133
 0.56726768 0.56449376 0.57004161 0.55062413 0.52427184 0.49930652]","[0.15559148 0.28442289 0.17271312 0.09255268 0.09165469 0.06327826
 0.07986111 0.09482759 0.18941571 0.32746648 0.28609914 0.14170259
 0.04890996 0.07888704 0.0504877  0.01735515 0.00631096 0.
 0.00946644 0.02997707 0.10255315 0.042599   0.03313256 0.04575448
 0.13106796 0.22815534 0.15533981 0.04368932 0.01456311 0.
 0.01941748 0.06796117 0.22330097 0.07281553 0.08737864 0.11650485
 0.54160888 0.53051318 0.51456311 0.55686546 0.58391123 0.61511789
 0.66227462 0.68654646 0.70110957 0.68932039 0.62760055 0.56726768]",21,,,,,,,,,,
"[0.51676245 0.73551245 0.97844828 0.37188697 0.22641284 0.24365421
 0.28759579 0.286159   0.17720307 0.24233716 0.43941571 0.43642241
 0.14830763 0.170396   0.09781992 0.0504877  0.00315548 0.00631096
 0.01577741 0.03155481 0.04102126 0.05364318 0.01577741 0.05679867
 0.34951456 0.44660194 0.39805825 0.13592233 0.         0.
 0.03883495 0.06796117 0.13592233 0.05825243 0.06796117 0.21359223
 0.51040222 0.49653259 0.49237171 0.49930652 0.53814147 0.56033287
 0.60055479 0.61719834 0.63938974 0.60055479 0.54230236 0.51872399]","[0.05627395 0.19336686 0.19408525 0.0158046  0.01113506 0.13218391
 0.14200192 0.12332375 0.02993295 0.01233238 0.004909   0.02478448
 0.0347103  0.04102126 0.00315548 0.         0.         0.
 0.         0.00315548 0.00631096 0.         0.         0.00631096
 0.0776699  0.12621359 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00970874
 0.33564494 0.29403606 0.29819695 0.33148405 0.40499307 0.4036061
 0.41331484 0.46324549 0.44660194 0.42441054 0.37447989 0.34257975]","[0.2865182  0.46443966 0.58626676 0.19384579 0.11877395 0.18791906
 0.21479885 0.20474138 0.10356801 0.12733477 0.22216236 0.23060345
 0.09150896 0.10570863 0.0504877  0.02524385 0.00157774 0.00315548
 0.0078887  0.01735515 0.02366611 0.02682159 0.0078887  0.03155481
 0.21359223 0.28640777 0.19902913 0.06796117 0.         0.
 0.01941748 0.03398058 0.06796117 0.02912621 0.03398058 0.11165049
 0.42302358 0.39528433 0.39528433 0.41539528 0.47156727 0.48196949
 0.50693481 0.54022191 0.54299584 0.51248266 0.45839112 0.43065187]",38,,,,,,,,,,
"[0.44480364 0.20270594 0.36494253 0.29034962 0.17660441 0.19288793
 0.24556992 0.24556992 0.28065134 0.5417864  0.49293582 0.31405651
 0.10413089 0.1199083  0.12621926 0.08835348 0.00946644 0.00315548
 0.01893289 0.03786578 0.19248437 0.07888704 0.06310963 0.07257607
 0.27184466 0.39805825 0.40776699 0.2815534  0.01941748 0.
 0.03883495 0.13592233 0.42718447 0.16504854 0.17475728 0.19417476
 0.56033287 0.53952843 0.56449376 0.56865465 0.63106796 0.65603329
 0.71705964 0.73925104 0.7295423  0.68793343 0.63938974 0.61026352]","[0.00909962 0.05926724 0.05926724 0.00945881 0.00550766 0.00909962
 0.0101772  0.07207854 0.08345307 0.01352969 0.00802203 0.0101772
 0.         0.         0.         0.         0.         0.
 0.         0.00315548 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.370319   0.36477115 0.3592233  0.39389736 0.45631068 0.48266297
 0.48266297 0.49098474 0.45353675 0.43273232 0.42163662 0.41886269]","[0.22695163 0.13098659 0.21210489 0.14990421 0.09105603 0.10099377
 0.12787356 0.15882423 0.1820522  0.27765805 0.25047893 0.16211686
 0.05206544 0.05995415 0.06310963 0.04417674 0.00473322 0.00157774
 0.00946644 0.02051063 0.09624218 0.03944352 0.03155481 0.03628804
 0.13592233 0.19902913 0.2038835  0.1407767  0.00970874 0.
 0.01941748 0.06796117 0.21359223 0.08252427 0.08737864 0.09708738
 0.46532594 0.45214979 0.46185853 0.48127601 0.54368932 0.56934813
 0.5998613  0.61511789 0.59153953 0.56033287 0.53051318 0.51456311]",32,,,,,,,,,,
"[0.27023467 0.53065134 0.97844828 0.19228927 0.12715517 0.13218391
 0.18091475 0.12332375 0.12176724 0.06034483 0.00969828 0.14846743
 0.14830763 0.16408504 0.09781992 0.00946644 0.         0.00315548
 0.00946644 0.01577741 0.00631096 0.         0.         0.01577741
 0.34951456 0.3592233  0.31067961 0.         0.         0.
 0.02912621 0.01941748 0.00970874 0.         0.         0.01941748
 0.48821082 0.49653259 0.48404993 0.48127601 0.50485437 0.56033287
 0.57281553 0.56033287 0.55894591 0.54785021 0.50485437 0.44382802]","[0.27023467 0.53065134 0.97844828 0.19228927 0.12715517 0.13218391
 0.18091475 0.12332375 0.12176724 0.06034483 0.00969828 0.14846743
 0.14830763 0.16408504 0.09781992 0.00946644 0.         0.00315548
 0.00946644 0.01577741 0.00631096 0.         0.         0.01577741
 0.34951456 0.3592233  0.31067961 0.         0.         0.
 0.02912621 0.01941748 0.00970874 0.         0.         0.01941748
 0.48821082 0.49653259 0.48404993 0.48127601 0.50485437 0.56033287
 0.57281553 0.56033287 0.55894591 0.54785021 0.50485437 0.44382802]","[0.27023467 0.53065134 0.97844828 0.19228927 0.12715517 0.13218391
 0.18091475 0.12332375 0.12176724 0.06034483 0.00969828 0.14846743
 0.14830763 0.16408504 0.09781992 0.00946644 0.         0.00315548
 0.00946644 0.01577741 0.00631096 0.         0.         0.01577741
 0.34951456 0.3592233  0.31067961 0.         0.         0.
 0.02912621 0.01941748 0.00970874 0.         0.         0.01941748
 0.48821082 0.49653259 0.48404993 0.48127601 0.50485437 0.56033287
 0.57281553 0.56033287 0.55894591 0.54785021 0.50485437 0.44382802]",29,,,,,,,,,,
"[0.35189176 0.40696839 0.26520594 0.1381705  0.0602251  0.14092433
 0.16439176 0.32986111 0.43654215 0.5417864  0.34255268 0.25395115
 0.10413089 0.15777407 0.1199083  0.08835348 0.03155481 0.00315548
 0.01893289 0.085198   0.19248437 0.04102126 0.06310963 0.09781992
 0.26213592 0.44660194 0.2815534  0.2815534  0.02912621 0.
 0.03883495 0.14563107 0.42718447 0.06796117 0.08737864 0.23300971
 0.6185853  0.59361997 0.59223301 0.65048544 0.69348128 0.72399445
 0.75728155 0.80859917 0.83217753 0.82801664 0.73092926 0.65048544]","[0.06621169 0.05926724 0.05926724 0.00945881 0.00550766 0.00598659
 0.00766284 0.01113506 0.01879789 0.01352969 0.01903736 0.02646073
 0.00315548 0.00315548 0.00946644 0.         0.         0.
 0.         0.         0.00946644 0.         0.         0.00631096
 0.         0.         0.00970874 0.         0.         0.
 0.         0.         0.00970874 0.         0.         0.01941748
 0.48404993 0.45214979 0.44382802 0.50069348 0.52704577 0.56865465
 0.59084605 0.56449376 0.57004161 0.55062413 0.54368932 0.53952843]","[0.20905172 0.23311782 0.16223659 0.07381466 0.03286638 0.07345546
 0.0860273  0.17049808 0.22767002 0.27765805 0.18079502 0.14020594
 0.05364318 0.08046478 0.06468737 0.04417674 0.01577741 0.00157774
 0.00946644 0.042599   0.10097541 0.02051063 0.03155481 0.05206544
 0.13106796 0.22330097 0.14563107 0.1407767  0.01456311 0.
 0.01941748 0.07281553 0.2184466  0.03398058 0.04368932 0.12621359
 0.55131761 0.52288488 0.51803051 0.57558946 0.61026352 0.64632455
 0.6740638  0.68654646 0.70110957 0.68932039 0.63730929 0.59500693]",41,,,,,,,,,,
"[0.10081418 0.24329502 0.50047893 0.37188697 0.19659962 0.24365421
 0.22198276 0.27131226 0.17720307 0.08177682 0.14559387 0.05711207
 0.08835348 0.1356857  0.04102126 0.00631096 0.         0.
 0.00315548 0.03155481 0.02208837 0.00315548 0.00315548 0.05679867
 0.24271845 0.38834951 0.16504854 0.00970874 0.         0.
 0.         0.05825243 0.04854369 0.00970874 0.         0.21359223
 0.34674064 0.32177531 0.34396671 0.37725381 0.43966713 0.48959778
 0.52288488 0.53536755 0.52704577 0.49791956 0.47572816 0.42718447]","[0.05627395 0.19336686 0.25646552 0.34039751 0.18965517 0.23215996
 0.21455939 0.24616858 0.10871648 0.01688218 0.004909   0.05160441
 0.0504877  0.04102126 0.01262193 0.         0.         0.
 0.         0.02208837 0.00631096 0.         0.00315548 0.00946644
 0.23300971 0.12621359 0.         0.         0.         0.
 0.         0.05825243 0.         0.         0.         0.00970874
 0.33564494 0.31900139 0.30790569 0.33148405 0.41192788 0.4590846
 0.47850208 0.51595007 0.51872399 0.46879334 0.43273232 0.36477115]","[0.07854406 0.21833094 0.37847222 0.35614224 0.19312739 0.23790709
 0.21827107 0.25874042 0.14295977 0.0493295  0.07525144 0.05435824
 0.06942059 0.08835348 0.02682159 0.00315548 0.         0.
 0.00157774 0.02682159 0.01419967 0.00157774 0.00315548 0.03313256
 0.23786408 0.25728155 0.08252427 0.00485437 0.         0.
 0.         0.05825243 0.02427184 0.00485437 0.         0.11165049
 0.34119279 0.32038835 0.3259362  0.35436893 0.4257975  0.47434119
 0.50069348 0.52565881 0.52288488 0.48335645 0.45423024 0.39597781]",4,,,,,,,,,,
"[0.16391284 0.11925287 0.14248084 0.08788314 0.17373084 0.10883621
 0.14954502 0.17852011 0.19228927 0.5417864  0.49293582 0.11398467
 0.02524385 0.01262193 0.06942059 0.00631096 0.00946644 0.
 0.         0.03786578 0.19248437 0.07888704 0.06310963 0.04417674
 0.06796117 0.01941748 0.21359223 0.         0.01941748 0.
 0.         0.13592233 0.42718447 0.04854369 0.17475728 0.12621359
 0.56033287 0.53952843 0.56449376 0.56865465 0.63106796 0.65603329
 0.71705964 0.73925104 0.7184466  0.62274619 0.59223301 0.56588072]","[0.08117816 0.06369732 0.06764847 0.01364943 0.01472701 0.0131705
 0.0101772  0.15445402 0.08740421 0.52274904 0.34255268 0.08764368
 0.01577741 0.         0.03155481 0.         0.         0.
 0.         0.00946644 0.10097541 0.04102126 0.01262193 0.00315548
 0.04854369 0.00970874 0.09708738 0.         0.         0.
 0.         0.01941748 0.29126214 0.03883495 0.01941748 0.
 0.46879334 0.46740638 0.45631068 0.46324549 0.50208044 0.5631068
 0.60055479 0.60332871 0.62413315 0.6074896  0.53952843 0.52565881]","[0.1225455  0.0914751  0.10506466 0.05076628 0.09422893 0.06100335
 0.07986111 0.16648707 0.13984674 0.53226772 0.41774425 0.10081418
 0.02051063 0.00631096 0.0504877  0.00315548 0.00473322 0.
 0.         0.02366611 0.14672989 0.05995415 0.03786578 0.02366611
 0.05825243 0.01456311 0.15533981 0.         0.00970874 0.
 0.         0.0776699  0.3592233  0.04368932 0.09708738 0.0631068
 0.51456311 0.50346741 0.51040222 0.51595007 0.5665742  0.60957004
 0.65880721 0.67128988 0.67128988 0.61511789 0.56588072 0.54576976]",13,,,,,,,,,,
"[0.51676245 0.34494732 0.50215517 0.23180077 0.22641284 0.21527778
 0.28759579 0.286159   0.12284483 0.16726533 0.10261015 0.20450192
 0.07257607 0.1199083  0.09466444 0.0504877  0.00315548 0.
 0.01893289 0.02524385 0.03155481 0.05364318 0.01262193 0.04102126
 0.23300971 0.36893204 0.39805825 0.13592233 0.         0.
 0.02912621 0.06796117 0.06796117 0.02912621 0.03883495 0.10679612
 0.370319   0.36615811 0.3592233  0.40638003 0.45631068 0.49791956
 0.51733703 0.49098474 0.48266297 0.45492372 0.4257975  0.41886269]","[0.20019157 0.13493774 0.22389847 0.16451149 0.17624521 0.13541667
 0.23670977 0.21898946 0.09722222 0.10033525 0.04454023 0.13673372
 0.03786578 0.06942059 0.00315548 0.01262193 0.         0.
 0.01262193 0.00315548 0.00631096 0.00315548 0.         0.02839933
 0.0776699  0.22330097 0.         0.         0.         0.
 0.01941748 0.         0.02912621 0.         0.         0.08737864
 0.33564494 0.29403606 0.29819695 0.34535368 0.40776699 0.44105409
 0.45769764 0.46463245 0.45353675 0.42995839 0.41192788 0.37170596]","[0.35847701 0.23994253 0.36302682 0.19815613 0.20132902 0.17534722
 0.26215278 0.25257423 0.11003352 0.13380029 0.07357519 0.17061782
 0.05522093 0.09466444 0.04890996 0.03155481 0.00157774 0.
 0.01577741 0.01419967 0.01893289 0.02839933 0.00631096 0.0347103
 0.15533981 0.2961165  0.19902913 0.06796117 0.         0.
 0.02427184 0.03398058 0.04854369 0.01456311 0.01941748 0.09708738
 0.35298197 0.33009709 0.32871012 0.37586685 0.43203883 0.46948682
 0.48751734 0.4778086  0.46809986 0.44244105 0.41886269 0.39528433]",2,,,,,,,,,,
"[0.35189176 0.40696839 0.26520594 0.12511973 0.0602251  0.03136973
 0.06130268 0.17325192 0.28065134 0.5417864  0.34255268 0.25395115
 0.10413089 0.15777407 0.07888704 0.03155481 0.01262193 0.
 0.01893289 0.05995415 0.19248437 0.04102126 0.06310963 0.09466444
 0.26213592 0.44660194 0.22330097 0.09708738 0.02912621 0.
 0.03883495 0.12621359 0.42718447 0.06796117 0.08737864 0.23300971
 0.6185853  0.59361997 0.59223301 0.65048544 0.69348128 0.72399445
 0.75728155 0.80859917 0.83217753 0.82801664 0.73092926 0.65048544]","[0.07555077 0.06369732 0.06764847 0.00945881 0.00550766 0.00598659
 0.00766284 0.02215038 0.01879789 0.01772031 0.01903736 0.06345785
 0.00631096 0.00946644 0.00946644 0.         0.         0.
 0.         0.00631096 0.01577741 0.         0.         0.00631096
 0.00970874 0.01941748 0.00970874 0.         0.         0.
 0.         0.         0.01941748 0.         0.         0.01941748
 0.50624133 0.49653259 0.50069348 0.50762829 0.52704577 0.5742025
 0.59084605 0.56449376 0.57004161 0.56726768 0.57697642 0.56588072]","[0.21372126 0.23533285 0.1664272  0.06728927 0.03286638 0.01867816
 0.03448276 0.09770115 0.14972462 0.27975335 0.18079502 0.1587045
 0.05522093 0.08362026 0.04417674 0.01577741 0.00631096 0.
 0.00946644 0.03313256 0.10413089 0.02051063 0.03155481 0.0504877
 0.13592233 0.23300971 0.11650485 0.04854369 0.01456311 0.
 0.01941748 0.0631068  0.22330097 0.03398058 0.04368932 0.12621359
 0.56241331 0.54507628 0.54646325 0.57905687 0.61026352 0.64909847
 0.6740638  0.68654646 0.70110957 0.69764216 0.65395284 0.60818308]",55,,,,,,,,,,
