cluster high,cluster low,cluster mean,cluster label,cluster stream,window high,window low,window mean,window label,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels)
[0.52528626 0.55200382 0.64742366 0.57681298],[0.36688931 0.44751908 0.49522901 0.44895038],[0.44608779 0.49976145 0.57132634 0.51288168],38,,[0.46278626 0.5028626  0.4995229  0.46851145],[0.11450382 0.11641221 0.22137405 0.16650763],[0.28864504 0.3096374  0.36044847 0.31750954],,4.0,False,False,"[30, 12, 27, 55, 14, 37, 11, 6, 25, 52, 39, 49]",[]
[0.49236641 0.5028626  0.52337786 0.46851145],[0.11450382 0.11641221 0.22137405 0.16650763],[0.30343511 0.3096374  0.37237595 0.31750954],3,,,,,,,,,,
[0.52528626 0.55200382 0.59017176 0.53101145],[0.44274809 0.45610687 0.49522901 0.47662214],[0.48401718 0.50405534 0.54270038 0.50381679],29,,,,,,,,,,
[0.4971374  0.58921756 0.71278626 0.64026718],[0.39933206 0.51335878 0.63263359 0.57681298],[0.44823473 0.55128817 0.67270992 0.60854008],47,,,,,,,,,,
[0.52528626 0.55200382 0.55868321 0.52576336],[0.49236641 0.42795802 0.43320611 0.37070611],[0.50882634 0.48998092 0.49594466 0.44823473],9,,,,,,,,,,
[0.51622137 0.53291985 0.59685115 0.5596374 ],[0.44274809 0.45610687 0.4980916  0.48139313],[0.47948473 0.49451336 0.54747137 0.52051527],32,,,,,,,,,,
[0.58540076 0.63979008 0.65267176 0.61641221],[0.48998092 0.52958015 0.57156489 0.52719466],[0.53769084 0.58468511 0.61211832 0.57180344],58,,,,,,,,,,
[0.49236641 0.42795802 0.43320611 0.37070611],[0.49236641 0.42795802 0.43320611 0.37070611],[0.49236641 0.42795802 0.43320611 0.37070611],1,,,,,,,,,,
[0.52385496 0.57108779 0.66269084 0.6221374 ],[0.39933206 0.50381679 0.58206107 0.54675573],[0.46159351 0.53745229 0.62237595 0.58444656],46,,,,,,,,,,
[0.48568702 0.53721374 0.64742366 0.57681298],[0.39933206 0.50381679 0.58206107 0.51765267],[0.44250954 0.52051527 0.61474237 0.54723282],7,,,,,,,,,,
[0.44274809 0.45610687 0.4980916  0.48330153],[0.44274809 0.45610687 0.4980916  0.48330153],[0.44274809 0.45610687 0.4980916  0.48330153],31,,,,,,,,,,
[0.4971374  0.58110687 0.69227099 0.64026718],[0.46708015 0.51335878 0.63263359 0.59208015],[0.48210878 0.54723282 0.66245229 0.61617366],57,,,,,,,,,,
