cluster high,cluster low,cluster mean,cluster label,cluster stream,window high,window low,window mean,window label,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels)
"[0.11835831 0.14301629 0.22685342 0.22192182 0.19233225 0.11342671
 0.07397394 0.01479479 0.00986319 0.04931596 0.00986319 0.00986319
 0.02958958 0.05917915 0.05424756 0.08383713 0.16767427 0.13315309
 0.08383713 0.07890554 0.06904235 0.08876873 0.08876873 0.1232899 ]","[0.         0.         0.00986319 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","[0.05917915 0.07150814 0.11835831 0.11096091 0.09616612 0.05671336
 0.03698697 0.00739739 0.0049316  0.02465798 0.0049316  0.0049316
 0.01479479 0.02958958 0.02712378 0.04191857 0.08383713 0.06657655
 0.04191857 0.03945277 0.03452117 0.04438436 0.04438436 0.06164495]",0,,"[0.29381107 0.2762215  0.33550489 0.32638436 0.43517915 0.28599349
 0.24299674 0.15895765 0.08794788 0.02149837 0.03517915 0.01758958
 0.05798046 0.06384365 0.1218241  0.11856678 0.1504886  0.30488599
 0.21758958 0.23648208 0.26123779 0.23061889 0.23192182 0.18241042]","[0.         0.         0.         0.00456026 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","[0.14690554 0.13811075 0.16775244 0.16547231 0.21758958 0.14299674
 0.12149837 0.07947883 0.04397394 0.01074919 0.01758958 0.00879479
 0.02899023 0.03192182 0.06091205 0.05928339 0.0752443  0.152443
 0.10879479 0.11824104 0.13061889 0.11530945 0.11596091 0.09120521]",,5.0,False,False,[14],[]
"[0.08876873 0.14301629 0.22685342 0.02958958 0.06904235 0.08383713
 0.00986319 0.0049316  0.         0.         0.0049316  0.
 0.         0.01479479 0.0049316  0.01972638 0.00986319 0.
 0.         0.         0.         0.         0.01972638 0.0049316 ]","[0.08876873 0.14301629 0.22685342 0.02958958 0.06904235 0.08383713
 0.00986319 0.0049316  0.         0.         0.0049316  0.
 0.         0.01479479 0.0049316  0.01972638 0.00986319 0.
 0.         0.         0.         0.         0.01972638 0.0049316 ]","[0.08876873 0.14301629 0.22685342 0.02958958 0.06904235 0.08383713
 0.00986319 0.0049316  0.         0.         0.0049316  0.
 0.         0.01479479 0.0049316  0.01972638 0.00986319 0.
 0.         0.         0.         0.         0.01972638 0.0049316 ]",29,,,,,,,,,,
"[0.15781107 0.06904235 0.09863192 0.10849511 0.14301629 0.17753746
 0.13315309 0.01972638 0.0049316  0.04931596 0.         0.
 0.01972638 0.02465798 0.01972638 0.02465798 0.02958958 0.07890554
 0.06411075 0.03945277 0.04438436 0.04438436 0.05917915 0.1232899 ]","[0.01479479 0.         0.         0.0049316  0.0049316  0.0049316
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.0049316  0.0049316
 0.         0.         0.         0.0049316  0.00986319 0.        ]","[0.08630293 0.03452117 0.04931596 0.05671336 0.07397394 0.09123453
 0.06657655 0.00986319 0.0024658  0.02465798 0.         0.
 0.00986319 0.01232899 0.00986319 0.01232899 0.01726059 0.04191857
 0.03205537 0.01972638 0.02219218 0.02465798 0.03452117 0.06164495]",46,,,,,,,,,,
"[0.09863192 0.14301629 0.22685342 0.22192182 0.1282215  0.08383713
 0.02958958 0.01479479 0.0049316  0.01972638 0.0049316  0.
 0.         0.02958958 0.05424756 0.04438436 0.03452117 0.07397394
 0.08383713 0.05424756 0.05917915 0.02465798 0.04438436 0.03945277]","[0.01479479 0.0049316  0.08876873 0.02958958 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00986319 0.         0.
 0.         0.         0.         0.         0.         0.        ]","[0.05671336 0.07397394 0.15781107 0.1257557  0.06411075 0.04191857
 0.01479479 0.00739739 0.0024658  0.00986319 0.0024658  0.
 0.         0.01479479 0.02712378 0.02712378 0.01726059 0.03698697
 0.04191857 0.02712378 0.02958958 0.01232899 0.02219218 0.01972638]",39,,,,,,,,,,
"[0.15781107 0.11342671 0.1232899  0.08876873 0.06904235 0.11342671
 0.08383713 0.01972638 0.0049316  0.         0.0049316  0.00986319
 0.         0.03945277 0.02465798 0.03945277 0.16767427 0.13315309
 0.06411075 0.05424756 0.03452117 0.04438436 0.08876873 0.07397394]","[0.00986319 0.0049316  0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","[0.08383713 0.05917915 0.06164495 0.04438436 0.03452117 0.05671336
 0.04191857 0.00986319 0.0024658  0.         0.0024658  0.0049316
 0.         0.01972638 0.01232899 0.01972638 0.08383713 0.06657655
 0.03205537 0.02712378 0.01726059 0.02219218 0.04438436 0.03698697]",37,,,,,,,,,,
"[0.01479479 0.01972638 0.1282215  0.08876873 0.         0.
 0.01479479 0.         0.00986319 0.         0.         0.
 0.         0.         0.00986319 0.         0.03452117 0.0049316
 0.07397394 0.07890554 0.06904235 0.02465798 0.04438436 0.00986319]","[0.01479479 0.01972638 0.1282215  0.08876873 0.         0.
 0.01479479 0.         0.00986319 0.         0.         0.
 0.         0.         0.00986319 0.         0.03452117 0.0049316
 0.07397394 0.07890554 0.06904235 0.02465798 0.04438436 0.00986319]","[0.01479479 0.01972638 0.1282215  0.08876873 0.         0.
 0.01479479 0.         0.00986319 0.         0.         0.
 0.         0.         0.00986319 0.         0.03452117 0.0049316
 0.07397394 0.07890554 0.06904235 0.02465798 0.04438436 0.00986319]",20,,,,,,,,,,
"[0.1232899  0.08383713 0.17753746 0.08876873 0.19233225 0.05424756
 0.04931596 0.01479479 0.01479479 0.         0.         0.
 0.         0.01972638 0.02465798 0.04931596 0.09863192 0.05917915
 0.05424756 0.07397394 0.05424756 0.04438436 0.04931596 0.05424756]","[0.01479479 0.         0.         0.         0.07890554 0.0049316
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.0049316  0.        ]","[0.06904235 0.04191857 0.08876873 0.04438436 0.13561889 0.02958958
 0.02465798 0.00739739 0.00739739 0.         0.         0.
 0.         0.00986319 0.01232899 0.02465798 0.04931596 0.02958958
 0.02712378 0.03698697 0.02712378 0.02219218 0.02712378 0.02712378]",12,,,,,,,,,,
"[0.07890554 0.06904235 0.15781107 0.09863192 0.04438436 0.17753746
 0.13315309 0.00986319 0.00986319 0.01972638 0.         0.
 0.0049316  0.03945277 0.05424756 0.03945277 0.16767427 0.13315309
 0.07397394 0.07890554 0.06904235 0.04438436 0.05917915 0.08876873]","[0.         0.         0.         0.0049316  0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.02465798 0.0049316
 0.0049316  0.0049316  0.         0.         0.         0.0049316 ]","[0.03945277 0.03452117 0.07890554 0.05178176 0.02219218 0.08876873
 0.06657655 0.0049316  0.0049316  0.00986319 0.         0.
 0.0024658  0.01972638 0.02712378 0.01972638 0.09616612 0.06904235
 0.03945277 0.04191857 0.03452117 0.02219218 0.02958958 0.04685016]",21,,,,,,,,,,
"[0.03945277 0.00986319 0.00986319 0.00986319 0.09863192 0.00986319
 0.0049316  0.0049316  0.01479479 0.         0.         0.
 0.         0.         0.01972638 0.03945277 0.16767427 0.13315309
 0.05917915 0.06904235 0.05424756 0.04438436 0.0049316  0.06411075]","[0.01479479 0.         0.         0.         0.04438436 0.0049316
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.01479479 0.09863192 0.05917915
 0.05424756 0.0049316  0.01479479 0.0049316  0.0049316  0.        ]","[0.02712378 0.0049316  0.0049316  0.0049316  0.07150814 0.00739739
 0.0024658  0.0024658  0.00739739 0.         0.         0.
 0.         0.         0.00986319 0.02712378 0.13315309 0.09616612
 0.05671336 0.03698697 0.03452117 0.02465798 0.0049316  0.03205537]",13,,,,,,,,,,
"[0.08383713 0.01479479 0.14301629 0.22192182 0.04438436 0.01479479
 0.02958958 0.         0.         0.         0.         0.
 0.         0.0049316  0.03945277 0.02958958 0.01972638 0.04931596
 0.01972638 0.02958958 0.05917915 0.02465798 0.02465798 0.03945277]","[0.06411075 0.0049316  0.13808469 0.16767427 0.01479479 0.
 0.01479479 0.         0.         0.         0.         0.
 0.         0.         0.0049316  0.02958958 0.01972638 0.0049316
 0.         0.00986319 0.04931596 0.00986319 0.         0.        ]","[0.07397394 0.00986319 0.14055049 0.19479805 0.02958958 0.00739739
 0.02219218 0.         0.         0.         0.         0.
 0.         0.0024658  0.02219218 0.02958958 0.01972638 0.02712378
 0.00986319 0.01972638 0.05424756 0.01726059 0.01232899 0.01972638]",27,,,,,,,,,,
"[0.08876873 0.14301629 0.22685342 0.19726384 0.1282215  0.08383713
 0.07397394 0.01479479 0.0049316  0.         0.00986319 0.00986319
 0.02958958 0.02958958 0.00986319 0.01972638 0.02465798 0.04931596
 0.04931596 0.04931596 0.00986319 0.00986319 0.02958958 0.03945277]","[0.01479479 0.04931596 0.00986319 0.02958958 0.0049316  0.
 0.         0.         0.         0.         0.         0.
 0.         0.01479479 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.0049316 ]","[0.05178176 0.09616612 0.11835831 0.11342671 0.06657655 0.04191857
 0.03698697 0.00739739 0.0024658  0.         0.0049316  0.0049316
 0.01479479 0.02219218 0.0049316  0.00986319 0.01232899 0.02465798
 0.02465798 0.02465798 0.0049316  0.0049316  0.01479479 0.02219218]",45,,,,,,,,,,
"[0.11835831 0.03945277 0.17753746 0.10849511 0.14301629 0.01479479
 0.03452117 0.04931596 0.00986319 0.04931596 0.         0.
 0.01972638 0.05917915 0.04931596 0.04931596 0.01972638 0.04931596
 0.02958958 0.04931596 0.05424756 0.04438436 0.02958958 0.1232899 ]","[0.         0.         0.01479479 0.03452117 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","[0.05917915 0.01972638 0.09616612 0.07150814 0.07150814 0.00739739
 0.01726059 0.02465798 0.0049316  0.02465798 0.         0.
 0.00986319 0.02958958 0.02465798 0.02465798 0.00986319 0.02465798
 0.01479479 0.02465798 0.02712378 0.02219218 0.01479479 0.06164495]",22,,,,,,,,,,
"[0.08383713 0.01479479 0.14301629 0.22192182 0.04438436 0.01972638
 0.02958958 0.00986319 0.0049316  0.         0.0049316  0.0049316
 0.0049316  0.02465798 0.03945277 0.02958958 0.04931596 0.06411075
 0.05424756 0.05917915 0.05917915 0.02465798 0.02465798 0.04931596]","[0.         0.         0.05424756 0.09863192 0.         0.
 0.0049316  0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.01972638 0.0049316
 0.         0.0049316  0.0049316  0.         0.         0.        ]","[0.04191857 0.00739739 0.09863192 0.16027687 0.02219218 0.00986319
 0.01726059 0.0049316  0.0024658  0.         0.0024658  0.0024658
 0.0024658  0.01232899 0.01972638 0.01479479 0.03452117 0.03452117
 0.02712378 0.03205537 0.03205537 0.01232899 0.01232899 0.02465798]",16,,,,,,,,,,
"[0.09863192 0.07397394 0.17753746 0.13315309 0.01479479 0.01479479
 0.01479479 0.         0.00986319 0.01972638 0.         0.
 0.         0.02465798 0.05424756 0.04438436 0.03452117 0.07397394
 0.08383713 0.07890554 0.06904235 0.02465798 0.04438436 0.02465798]","[0.01479479 0.0049316  0.1282215  0.08876873 0.         0.
 0.00986319 0.         0.         0.         0.         0.
 0.         0.         0.00986319 0.         0.01479479 0.0049316
 0.00986319 0.02465798 0.         0.0049316  0.01972638 0.00986319]","[0.05671336 0.03945277 0.15287948 0.11096091 0.00739739 0.00739739
 0.01232899 0.         0.0049316  0.00986319 0.         0.
 0.         0.01232899 0.03205537 0.02219218 0.02465798 0.03945277
 0.04685016 0.05178176 0.03452117 0.01479479 0.03205537 0.01726059]",48,,,,,,,,,,
"[0.06411075 0.14301629 0.1232899  0.16274267 0.00986319 0.10849511
 0.04931596 0.         0.         0.         0.         0.
 0.00986319 0.03945277 0.04931596 0.08383713 0.05424756 0.06411075
 0.02465798 0.05424756 0.03452117 0.03452117 0.08876873 0.08876873]","[0.00986319 0.04438436 0.02465798 0.05424756 0.         0.01479479
 0.         0.         0.         0.         0.         0.
 0.         0.         0.0049316  0.0049316  0.02465798 0.
 0.         0.         0.         0.         0.01479479 0.02465798]","[0.03698697 0.09370033 0.07397394 0.10849511 0.0049316  0.06164495
 0.02465798 0.         0.         0.         0.         0.
 0.0049316  0.01972638 0.02712378 0.04438436 0.03945277 0.03205537
 0.01232899 0.02712378 0.01726059 0.01726059 0.05178176 0.05671336]",51,,,,,,,,,,
"[0.06411075 0.14301629 0.09863192 0.16274267 0.03945277 0.05917915
 0.04931596 0.00986319 0.         0.0049316  0.         0.
 0.00986319 0.02958958 0.04931596 0.08383713 0.05424756 0.06411075
 0.04931596 0.02958958 0.01479479 0.03452117 0.08876873 0.08876873]","[0.0049316  0.01479479 0.02465798 0.08383713 0.         0.0049316
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.0049316  0.
 0.         0.         0.         0.         0.         0.01972638]","[0.03452117 0.07890554 0.06164495 0.1232899  0.01972638 0.03205537
 0.02465798 0.0049316  0.         0.0024658  0.         0.
 0.0049316  0.01479479 0.02465798 0.04191857 0.02958958 0.03205537
 0.02465798 0.01479479 0.00739739 0.01726059 0.04438436 0.05424756]",4,,,,,,,,,,
"[0.02958958 0.09370033 0.03945277 0.19726384 0.04438436 0.00986319
 0.07397394 0.0049316  0.0049316  0.         0.         0.
 0.         0.02958958 0.0049316  0.         0.02465798 0.01479479
 0.03452117 0.04931596 0.         0.         0.00986319 0.03945277]","[0.01972638 0.08383713 0.00986319 0.11835831 0.0049316  0.
 0.         0.         0.         0.         0.         0.
 0.         0.01972638 0.0049316  0.         0.01972638 0.
 0.         0.00986319 0.         0.         0.00986319 0.01479479]","[0.02465798 0.08876873 0.02465798 0.15781107 0.02465798 0.0049316
 0.03698697 0.0024658  0.0024658  0.         0.         0.
 0.         0.02465798 0.0049316  0.         0.02219218 0.00739739
 0.01726059 0.02958958 0.         0.         0.00986319 0.02712378]",2,,,,,,,,,,
"[0.08383713 0.06904235 0.15781107 0.16767427 0.03452117 0.10849511
 0.01972638 0.00986319 0.0049316  0.01972638 0.0049316  0.0049316
 0.0049316  0.03945277 0.05424756 0.03945277 0.06904235 0.07397394
 0.05424756 0.05917915 0.05917915 0.02958958 0.02465798 0.04931596]","[0.         0.         0.05424756 0.05424756 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","[0.04191857 0.03452117 0.10602932 0.11096091 0.01726059 0.05424756
 0.00986319 0.0049316  0.0024658  0.00986319 0.0024658  0.0024658
 0.0024658  0.01972638 0.02712378 0.01972638 0.03452117 0.03698697
 0.02712378 0.02958958 0.02958958 0.01479479 0.01232899 0.02465798]",11,,,,,,,,,,
"[0.09863192 0.07397394 0.17753746 0.16767427 0.08876873 0.05917915
 0.01972638 0.00986319 0.00986319 0.01972638 0.0049316  0.0049316
 0.0049316  0.02958958 0.05424756 0.04438436 0.06904235 0.07397394
 0.08383713 0.07890554 0.06904235 0.02465798 0.04438436 0.03452117]","[0.         0.         0.05424756 0.06411075 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","[0.04931596 0.03698697 0.11589251 0.11589251 0.04438436 0.02958958
 0.00986319 0.0049316  0.0049316  0.00986319 0.0024658  0.0024658
 0.0024658  0.01479479 0.02712378 0.02219218 0.03452117 0.03698697
 0.04191857 0.03945277 0.03452117 0.01232899 0.02219218 0.01726059]",58,,,,,,,,,,
"[0.15781107 0.06904235 0.09863192 0.06904235 0.10356352 0.17753746
 0.13315309 0.01972638 0.0049316  0.         0.         0.
 0.00986319 0.02465798 0.01972638 0.01972638 0.02958958 0.07890554
 0.06411075 0.03945277 0.04438436 0.04438436 0.05917915 0.08876873]","[0.01479479 0.0049316  0.         0.0049316  0.0049316  0.05424756
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.0049316  0.0049316
 0.         0.         0.         0.0049316  0.00986319 0.        ]","[0.08630293 0.03698697 0.04931596 0.03698697 0.05424756 0.11589251
 0.06657655 0.00986319 0.0024658  0.         0.         0.
 0.0049316  0.01232899 0.00986319 0.00986319 0.01726059 0.04191857
 0.03205537 0.01972638 0.02219218 0.02465798 0.03452117 0.04438436]",42,,,,,,,,,,
"[0.01972638 0.09370033 0.00986319 0.19726384 0.04438436 0.00986319
 0.         0.         0.         0.         0.         0.
 0.         0.02958958 0.0049316  0.         0.02465798 0.
 0.         0.00986319 0.         0.         0.00986319 0.01479479]","[0.01972638 0.09370033 0.00986319 0.19726384 0.04438436 0.00986319
 0.         0.         0.         0.         0.         0.
 0.         0.02958958 0.0049316  0.         0.02465798 0.
 0.         0.00986319 0.         0.         0.00986319 0.01479479]","[0.01972638 0.09370033 0.00986319 0.19726384 0.04438436 0.00986319
 0.         0.         0.         0.         0.         0.
 0.         0.02958958 0.0049316  0.         0.02465798 0.
 0.         0.00986319 0.         0.         0.00986319 0.01479479]",23,,,,,,,,,,
