cluster high,cluster low,cluster mean,cluster label,cluster stream,window high,window low,window mean,window label,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels)
[0.31551551 0.05456283 0.12810467],[0.17317769 0.01186149 0.01660608],[0.2443466  0.03321216 0.07235537],27,,[0.42964588 0.10059542 0.35568787],[0.14697587 0.         0.03039799],[0.28831087 0.05029771 0.19304293],,9.0,False,False,[],[]
[0.05219054 0.01660608 0.03083986],[0.02846757 0.00711689 0.01186149],[0.04032905 0.01186149 0.02135067],33,,,,,,,,,,
[0.13759323 0.02846757 0.09726418],[0.02846757 0.00474459 0.01186149],[0.0830304  0.01660608 0.05456283],6,,,,,,,,,,
[0.17792228 0.04270135 0.09726418],[0.0854027  0.00474459 0.01423378],[0.13166249 0.02372297 0.05574898],25,,,,,,,,,,
[0.13759323 0.02846757 0.09726418],[0.0854027  0.00474459 0.01423378],[0.11149796 0.01660608 0.05574898],14,,,,,,,,,,
[0.04507364 0.01660608 0.01897838],[0.02846757 0.00711689 0.01186149],[0.0367706  0.01186149 0.01541993],34,,,,,,,,,,
[0.05219054 0.01423378 0.03083986],[0.03795675 0.00711689 0.02135067],[0.04507364 0.01067534 0.02609527],35,,,,,,,,,,
[0.23011282 0.04032905 0.06167972],[0.16843309 0.01423378 0.02372297],[0.19927296 0.02728142 0.04270135],10,,,,,,,,,,
[0.17317769 0.03083986 0.09726418],[0.0854027  0.01186149 0.06405202],[0.12929019 0.02135067 0.0806581 ],11,,,,,,,,,,
[0.12810404 0.02372297 0.09726418],[0.0854027  0.00474459 0.03558446],[0.10675337 0.01423378 0.06642432],37,,,,,,,,,,
[0.18741147 0.04032905 0.04507364],[0.16843309 0.01423378 0.02372297],[0.17792228 0.02728142 0.03439831],23,,,,,,,,,,
[0.18029458 0.04270135 0.05456283],[0.13047634 0.01660608 0.02372297],[0.15538546 0.02965371 0.0391429 ],15,,,,,,,,,,
[0.13759323 0.02846757 0.03795675],[0.12573175 0.02372297 0.01423378],[0.13166249 0.02609527 0.02609527],58,,,,,,,,,,
[0.02846757 0.01660608 0.01423378],[0.02846757 0.01660608 0.01423378],[0.02846757 0.01660608 0.01423378],30,,,,,,,,,,
