cluster high,cluster low,cluster mean,cluster label,cluster stream,window high,window low,window mean,window label,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels)
[0.54374308 0.63565891 0.62052418],[0.32410484 0.43115541 0.40531561],[0.43392396 0.53340716 0.5129199 ],38,,[0.81690661 1.         0.94832041],[0.49981543 0.67220377 0.6160945 ],[0.65836102 0.83610188 0.78220746],,2.0,False,True,[],[]
[0.54152824 0.58914729 0.59210041],[0.32410484 0.43115541 0.40531561],[0.43281654 0.51015135 0.49870801],30,,,,,,,,,,
[0.62310816 0.77667036 0.78774456],[0.49686231 0.64267257 0.62200074],[0.55998523 0.70967147 0.70487265],55,,,,,,,,,,
[0.55112588 0.64230343 0.66629753],[0.43152455 0.56367663 0.55297158],[0.49132521 0.60299003 0.60963455],46,,,,,,,,,,
[0.51347361 0.51162791 0.49575489],[0.32410484 0.43115541 0.40531561],[0.41878922 0.47139166 0.45053525],3,,,,,,,,,,
[0.54374308 0.59579181 0.57327427],[0.46327058 0.535622   0.50756737],[0.50350683 0.5657069  0.54042082],32,,,,,,,,,,
[0.54374308 0.59579181 0.59394611],[0.46327058 0.535622   0.50756737],[0.50350683 0.5657069  0.55075674],28,,,,,,,,,,
[0.50018457 0.63565891 0.62052418],[0.43152455 0.58656331 0.59210041],[0.46585456 0.61111111 0.60631229],7,,,,,,,,,,
[0.58471761 0.67737172 0.68032484],[0.49981543 0.58471761 0.57401255],[0.54226652 0.63104467 0.6271687 ],57,,,,,,,,,,
[0.54374308 0.59579181 0.57327427],[0.48209671 0.535622   0.50756737],[0.5129199  0.5657069  0.54042082],37,,,,,,,,,,
[0.62310816 0.77667036 0.78774456],[0.49686231 0.66814323 0.68401624],[0.55998523 0.72240679 0.7358804 ],41,,,,,,,,,,
[0.42820229 0.57881137 0.56367663],[0.38833518 0.52565522 0.48652639],[0.40826873 0.5522333  0.52510151],6,,,,,,,,,,
[0.62273902 0.68475452 0.62200074],[0.5393134  0.67737172 0.60538944],[0.58102621 0.68106312 0.61369509],20,,,,,,,,,,
[0.61461794 0.67737172 0.65337763],[0.5208564  0.59025471 0.55297158],[0.56773717 0.63381322 0.6031746 ],58,,,,,,,,,,
[0.57585825 0.68327796 0.68807678],[0.49686231 0.64230343 0.66629753],[0.53636028 0.6627907  0.67718715],35,,,,,,,,,,
[0.51384275 0.59579181 0.59394611],[0.38833518 0.53820598 0.48652639],[0.45108896 0.56699889 0.54023625],33,,,,,,,,,,
[0.54152824 0.535622   0.51495017],[0.42820229 0.43115541 0.40531561],[0.48486526 0.4833887  0.46013289],31,,,,,,,,,,
[0.38242894 0.51162791 0.49575489],[0.32410484 0.45478036 0.42672573],[0.35326689 0.48320413 0.46124031],4,,,,,,,,,,
[0.62273902 0.68475452 0.62200074],[0.61461794 0.64008859 0.59394611],[0.61867848 0.66242156 0.60797342],48,,,,,,,,,,
[0.76190476 0.9121447  0.90882244],[0.50682909 0.56293835 0.59357697],[0.63436693 0.73754153 0.7511997 ],54,,,,,,,,,,
[0.55112588 0.61720192 0.61830934],[0.46696198 0.56367663 0.55297158],[0.50904393 0.59043928 0.58564046],26,,,,,,,,,,
[0.5208564  0.64230343 0.64082687],[0.43152455 0.60465116 0.59542267],[0.47619048 0.6234773  0.61812477],52,,,,,,,,,,
[0.61461794 0.67737172 0.60538944],[0.5393134  0.63159838 0.57401255],[0.57696567 0.65448505 0.589701  ],21,,,,,,,,,,
