cluster high,cluster low,cluster mean,cluster label,cluster stream,window high,window low,window mean,window label,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels)
[0.3456621  0.04254303 0.11699333 0.12762908],[0.16485423 0.         0.02658939 0.0132947 ],[0.25525817 0.02127151 0.07179136 0.07046189],9,,[0.3456621  0.0744503  0.17017211 0.16219529],[0.03190727 0.         0.00797682 0.        ],[0.18878469 0.03722515 0.08907446 0.08109765],,0.0,False,True,[],[]
[0.17017211 0.0744503  0.17017211 0.16219529],[0.03190727 0.         0.00797682 0.        ],[0.10103969 0.03722515 0.08907446 0.08109765],18,,,,,,,,,,
[0.2712118  0.0744503  0.11699333 0.16219529],[0.07976818 0.         0.02658939 0.05051985],[0.17548999 0.03722515 0.07179136 0.10635757],44,,,,,,,,,,
[0.3456621  0.01595364 0.0877457  0.11433439],[0.18346681 0.         0.02658939 0.0132947 ],[0.26456445 0.00797682 0.05716754 0.06381454],27,,,,,,,,,,
[0.3456621  0.0744503  0.06913242 0.11167545],[0.10103969 0.         0.01595364 0.        ],[0.2233509  0.03722515 0.04254303 0.05583772],15,,,,,,,,,,
[0.2712118  0.04254303 0.11699333 0.16219529],[0.07976818 0.         0.02658939 0.05051985],[0.17548999 0.02127151 0.07179136 0.10635757],54,,,,,,,,,,
[0.08242712 0.01595364 0.17017211 0.08242712],[0.03190727 0.         0.00797682 0.01063576],[0.05716719 0.00797682 0.08907446 0.04653144],32,,,,,,,,,,
[0.2712118  0.0744503  0.0877457  0.16219529],[0.12497014 0.00265894 0.02658939 0.05051985],[0.19809097 0.03855462 0.05716754 0.10635757],16,,,,,,,,,,
[0.19942044 0.01861257 0.17017211 0.1223112 ],[0.05051985 0.         0.07976818 0.05051985],[0.12497014 0.00930629 0.12497014 0.08641553],48,,,,,,,,,,
[0.10635757 0.0132947  0.04520197 0.        ],[0.10635757 0.0132947  0.04520197 0.        ],[0.10635757 0.0132947  0.04520197 0.        ],6,,,,,,,,,,
[0.1356059  0.02127151 0.07710924 0.05849666],[0.08242712 0.         0.01595364 0.03190727],[0.10901651 0.01063576 0.04653144 0.04520197],37,,,,,,,,,,
[0.05849666 0.00531788 0.03456621 0.02658939],[0.03190727 0.         0.00797682 0.01063576],[0.04520197 0.00265894 0.02127151 0.01861257],33,,,,,,,,,,
[0.20739726 0.0744503  0.06647348 0.16219529],[0.12497014 0.00265894 0.02658939 0.07179136],[0.1661837  0.03855462 0.04653144 0.11699333],60,,,,,,,,,,
[0.10369863 0.01063576 0.17017211 0.1223112 ],[0.05051985 0.00531788 0.11699333 0.08242712],[0.07710924 0.00797682 0.14358272 0.10236916],13,,,,,,,,,,
[0.19942044 0.01861257 0.11699333 0.08774499],[0.15953635 0.         0.07976818 0.05051985],[0.1794784  0.00930629 0.09838075 0.06913242],52,,,,,,,,,,
[0.3456621  0.01063576 0.02658939 0.0132947 ],[0.3456621  0.01063576 0.02658939 0.0132947 ],[0.3456621  0.01063576 0.02658939 0.0132947 ],29,,,,,,,,,,
[0.19410256 0.04520197 0.11699333 0.0744503 ],[0.14092378 0.         0.02658939 0.01861257],[0.16751317 0.02260098 0.07179136 0.04653144],3,,,,,,,,,,
[0.1489006  0.0744503  0.04520197 0.11167545],[0.12497014 0.02924833 0.02658939 0.07179136],[0.13693537 0.05184932 0.03589568 0.0917334 ],2,,,,,,,,,,
[0.16751317 0.01861257 0.17017211 0.1223112 ],[0.05051985 0.00531788 0.07710924 0.04786091],[0.10901651 0.01196523 0.12364067 0.08508606],55,,,,,,,,,,
[0.3456621  0.01595364 0.0877457  0.11433439],[0.26855286 0.00797682 0.02658939 0.0132947 ],[0.30710748 0.01196523 0.05716754 0.06381454],49,,,,,,,,,,
[0.16219529 0.04786091 0.06913242 0.03190727],[0.10635757 0.         0.03190727 0.        ],[0.13427643 0.02393045 0.05051985 0.01595364],25,,,,,,,,,,
[0.16219529 0.01063576 0.05051985 0.03190727],[0.1356059  0.         0.03190727 0.01063576],[0.1489006  0.00531788 0.04121356 0.02127151],58,,,,,,,,,,
[0.14092378 0.04786091 0.07710924 0.05849666],[0.08242712 0.         0.01595364 0.        ],[0.11167545 0.02393045 0.04653144 0.02924833],14,,,,,,,,,,
[0.15953635 0.01595364 0.17017211 0.1223112 ],[0.05051985 0.00265894 0.03988409 0.02127151],[0.1050281  0.00930629 0.1050281  0.07179136],21,,,,,,,,,,
[0.1356059  0.0132947  0.02658939 0.16219529],[0.1356059  0.0132947  0.02658939 0.16219529],[0.1356059  0.0132947  0.02658939 0.16219529],20,,,,,,,,,,
