cluster high,cluster low,cluster mean,cluster label,cluster stream,window high,window low,window mean,window label,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels)
"[0.10413089 0.11044185 0.12621926 0.08835348 0.03155481 0.00631096
 0.04417674 0.05995415 0.10097541 0.07888704 0.06310963 0.09781992]","[0.         0.         0.00631096 0.         0.         0.
 0.         0.00315548 0.         0.         0.         0.        ]","[0.05206544 0.05522093 0.06626511 0.04417674 0.01577741 0.00315548
 0.02208837 0.03155481 0.0504877  0.03944352 0.03155481 0.04890996]",18,,"[0.29095456 0.29178825 0.33639016 0.16673614 0.05627345 0.02709462
 0.04085035 0.14839516 0.22134223 0.23384744 0.20466861 0.22759483]","[0.01125469 0.01625677 0.         0.         0.         0.
 0.         0.         0.         0.00041684 0.         0.        ]","[0.15110463 0.15402251 0.16819508 0.08336807 0.02813672 0.01354731
 0.02042518 0.07419758 0.11067111 0.11713214 0.10233431 0.11379742]",,5.0,False,True,[],[]
"[0.08835348 0.07257607 0.09150896 0.02524385 0.00946644 0.00631096
 0.01893289 0.03786578 0.19248437 0.07888704 0.06310963 0.04733222]","[0.         0.         0.00631096 0.         0.         0.
 0.         0.00631096 0.         0.         0.         0.        ]","[0.04417674 0.03628804 0.04890996 0.01262193 0.00473322 0.00315548
 0.00946644 0.02208837 0.09624218 0.03944352 0.03155481 0.02366611]",35,,,,,,,,,,
"[0.07257607 0.170396   0.06310963 0.01262193 0.00315548 0.00315548
 0.01893289 0.04417674 0.04733222 0.00631096 0.01262193 0.05679867]","[0.01577741 0.10413089 0.00315548 0.         0.         0.
 0.         0.00315548 0.00315548 0.         0.         0.        ]","[0.04417674 0.13726344 0.03313256 0.00631096 0.00157774 0.00157774
 0.00946644 0.02366611 0.02524385 0.00315548 0.00631096 0.02839933]",58,,,,,,,,,,
"[0.05679867 0.23035015 0.03786578 0.01893289 0.         0.
 0.00315548 0.04417674 0.04417674 0.03155481 0.05364318 0.04102126]","[0.0504877  0.19879533 0.00946644 0.00946644 0.         0.
 0.         0.02208837 0.01577741 0.00631096 0.03786578 0.        ]","[0.05364318 0.21457274 0.02366611 0.01419967 0.         0.
 0.00157774 0.03313256 0.02997707 0.01893289 0.04575448 0.02051063]",27,,,,,,,,,,
"[0.14830763 0.170396   0.09781992 0.03155481 0.00631096 0.01262193
 0.04417674 0.0504877  0.04733222 0.0504877  0.06310963 0.05995415]","[0.         0.0504877  0.02524385 0.         0.         0.
 0.         0.         0.00315548 0.         0.         0.00631096]","[0.07415381 0.11044185 0.06153189 0.01577741 0.00315548 0.00631096
 0.02208837 0.02524385 0.02524385 0.02524385 0.03155481 0.03313256]",22,,,,,,,,,,
"[0.08835348 0.05679867 0.04102126 0.00631096 0.         0.00315548
 0.00315548 0.03155481 0.02839933 0.01893289 0.00946644 0.02524385]","[0.         0.         0.00631096 0.         0.         0.
 0.         0.00315548 0.         0.         0.         0.        ]","[0.04417674 0.02839933 0.02366611 0.00315548 0.         0.00157774
 0.00157774 0.01735515 0.01419967 0.00946644 0.00473322 0.01262193]",33,,,,,,,,,,
"[0.02524385 0.01262193 0.06942059 0.00631096 0.00946644 0.
 0.         0.03786578 0.19248437 0.07888704 0.06310963 0.04417674]","[0.01577741 0.         0.03155481 0.         0.         0.
 0.         0.00946644 0.10097541 0.04102126 0.01262193 0.00315548]","[0.02051063 0.00631096 0.0504877  0.00315548 0.00473322 0.
 0.         0.02366611 0.14672989 0.05995415 0.03786578 0.02366611]",13,,,,,,,,,,
"[0.14830763 0.19879533 0.09781992 0.01262193 0.00315548 0.01262193
 0.0347103  0.04417674 0.05679867 0.02208837 0.05364318 0.08835348]","[0.01577741 0.10728637 0.00315548 0.         0.         0.
 0.         0.         0.00315548 0.         0.         0.        ]","[0.08204252 0.15304085 0.0504877  0.00631096 0.00157774 0.00631096
 0.01735515 0.02208837 0.02997707 0.01104419 0.02682159 0.04417674]",23,,,,,,,,,,
"[0.10413089 0.04102126 0.10097541 0.05679867 0.         0.
 0.01577741 0.03155481 0.02208837 0.01893289 0.0347103  0.05364318]","[0.08835348 0.00946644 0.04102126 0.00631096 0.         0.
 0.         0.00315548 0.00631096 0.         0.00315548 0.00946644]","[0.09624218 0.02524385 0.07099833 0.03155481 0.         0.
 0.0078887  0.01735515 0.01419967 0.00946644 0.01893289 0.03155481]",42,,,,,,,,,,
"[0.03786578 0.07888704 0.12621926 0.08835348 0.03155481 0.
 0.01262193 0.03155481 0.02524385 0.05364318 0.03155481 0.09781992]","[0.01893289 0.00315548 0.09466444 0.00946644 0.         0.
 0.         0.01262193 0.01893289 0.00946644 0.01577741 0.06626511]","[0.02839933 0.04102126 0.11044185 0.04890996 0.01577741 0.
 0.00631096 0.02208837 0.02208837 0.03155481 0.02366611 0.08204252]",19,,,,,,,,,,
"[0.14830763 0.170396   0.09781992 0.03155481 0.         0.01262193
 0.0347103  0.02839933 0.04733222 0.0504877  0.06310963 0.05995415]","[0.01893289 0.09150896 0.00315548 0.         0.         0.
 0.         0.         0.00631096 0.         0.         0.        ]","[0.08362026 0.13095248 0.0504877  0.01577741 0.         0.00631096
 0.01735515 0.01419967 0.02682159 0.02524385 0.03155481 0.02997707]",10,,,,,,,,,,
"[0.10413089 0.11359733 0.12621926 0.08835348 0.03155481 0.00631096
 0.04417674 0.05995415 0.19248437 0.05364318 0.05995415 0.09781992]","[0.         0.00315548 0.03155481 0.         0.         0.
 0.         0.         0.00631096 0.         0.         0.00631096]","[0.05206544 0.05837641 0.07888704 0.04417674 0.01577741 0.00315548
 0.02208837 0.02997707 0.09939767 0.02682159 0.02997707 0.05206544]",24,,,,,,,,,,
"[0.10413089 0.10097541 0.07888704 0.05679867 0.00315548 0.
 0.01893289 0.03155481 0.07257607 0.05364318 0.02524385 0.04417674]","[0.         0.00946644 0.         0.         0.         0.
 0.         0.00315548 0.00631096 0.         0.         0.00946644]","[0.05206544 0.05522093 0.03944352 0.02839933 0.00157774 0.
 0.00946644 0.01735515 0.03944352 0.02682159 0.01262193 0.02682159]",37,,,,,,,,,,
