cluster high,cluster low,cluster mean,cluster label,cluster stream,window high,window low,window mean,window label,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels)
"[0.63061412 0.59486709 0.66819432 0.71585701 0.77451879 0.82768103
 0.81301558 0.66269478]","[0.4812099  0.44912924 0.50229148 0.54353804 0.58661778 0.57103575
 0.55362053 0.51604033]","[0.55591201 0.52199817 0.5852429  0.62969753 0.68056829 0.69935839
 0.68331806 0.58936755]",44,,"[0.736022   0.72502291 0.76351971 0.85701192 0.90009166 0.93583868
 0.90742438 0.79101742]","[0.48304308 0.47754354 0.51145738 0.53712191 0.56003666 0.57836847
 0.5756187  0.52612282]","[0.60953254 0.60128323 0.63748854 0.69706691 0.73006416 0.75710357
 0.74152154 0.65857012]",,1.0,False,True,[],[]
"[0.50595784 0.4995417  0.47754354 0.55545371 0.58753437 0.56461962
 0.53345555 0.47754354]","[0.33272227 0.30430797 0.36663611 0.4060495  0.42621448 0.46012832
 0.42254812 0.3492209 ]","[0.41934005 0.40192484 0.42208983 0.4807516  0.50687443 0.51237397
 0.47800183 0.41338222]",15,,,,,,,,,,
"[0.50595784 0.4995417  0.47571036 0.49312557 0.52887259 0.53620532
 0.49770852 0.44546288]","[0.33272227 0.30430797 0.36663611 0.4060495  0.42621448 0.46012832
 0.42254812 0.3492209 ]","[0.41934005 0.40192484 0.42117324 0.44958753 0.47754354 0.49816682
 0.46012832 0.39734189]",3,,,,,,,,,,
"[0.53528873 0.527956   0.52612282 0.54353804 0.56003666 0.56461962
 0.53345555 0.48395967]","[0.38955087 0.37488543 0.42346471 0.4060495  0.42621448 0.46562786
 0.42254812 0.3492209 ]","[0.4624198  0.45142071 0.47479377 0.47479377 0.49312557 0.51512374
 0.47800183 0.41659028]",31,,,,,,,,,,
"[0.50595784 0.4995417  0.49862511 0.56461962 0.60586618 0.63519707
 0.5847846  0.5380385 ]","[0.33272227 0.30430797 0.36663611 0.4060495  0.42621448 0.46012832
 0.42254812 0.3492209 ]","[0.41934005 0.40192484 0.43263061 0.48533456 0.51604033 0.54766269
 0.50366636 0.4436297 ]",30,,,,,,,,,,
"[0.63061412 0.59486709 0.61778185 0.67094409 0.70210816 0.6700275
 0.64527956 0.59853346]","[0.49495875 0.50595784 0.52703941 0.55912007 0.57836847 0.55453712
 0.527956   0.51604033]","[0.56278643 0.55041247 0.57241063 0.61503208 0.64023831 0.61228231
 0.58661778 0.55728689]",58,,,,,,,,,,
"[0.46379468 0.45096242 0.49862511 0.55087076 0.59211732 0.63519707
 0.5847846  0.5380385 ]","[0.40971586 0.39046746 0.45004583 0.48029331 0.4903758  0.52612282
 0.51054079 0.47754354]","[0.43675527 0.42071494 0.47433547 0.51558203 0.54124656 0.58065995
 0.54766269 0.50779102]",11,,,,,,,,,,
"[0.50595784 0.4995417  0.47571036 0.4060495  0.42621448 0.46562786
 0.42254812 0.3492209 ]","[0.50595784 0.4995417  0.47571036 0.4060495  0.42621448 0.46562786
 0.42254812 0.3492209 ]","[0.50595784 0.4995417  0.47571036 0.4060495  0.42621448 0.46562786
 0.42254812 0.3492209 ]",1,,,,,,,,,,
"[0.49312557 0.46287809 0.4995417  0.55545371 0.61228231 0.63519707
 0.5847846  0.52337305]","[0.42896425 0.39963336 0.472044   0.53437214 0.59211732 0.58111824
 0.54262145 0.47021082]","[0.46104491 0.43125573 0.48579285 0.54491292 0.60219982 0.60815765
 0.56370302 0.49679193]",18,,,,,,,,,,
"[0.61686526 0.5939505  0.66819432 0.71585701 0.77451879 0.82768103
 0.81301558 0.66269478]","[0.4812099  0.44912924 0.5563703  0.61961503 0.67644363 0.71310724
 0.66452796 0.59028414]","[0.54903758 0.52153987 0.61228231 0.66773602 0.72548121 0.77039413
 0.73877177 0.62648946]",41,,,,,,,,,,
"[0.63061412 0.59486709 0.66819432 0.71585701 0.77451879 0.82768103
 0.81301558 0.66269478]","[0.33272227 0.30430797 0.36663611 0.4060495  0.42621448 0.46012832
 0.42254812 0.3492209 ]","[0.48166819 0.44958753 0.51741522 0.56095325 0.60036664 0.64390467
 0.61778185 0.50595784]",13,,,,,,,,,,
"[0.42529789 0.40146654 0.49312557 0.59853346 0.64252979 0.66086159
 0.60586618 0.56186984]","[0.42529789 0.40146654 0.49312557 0.59853346 0.64252979 0.66086159
 0.60586618 0.56186984]","[0.42529789 0.40146654 0.49312557 0.59853346 0.64252979 0.66086159
 0.60586618 0.56186984]",34,,,,,,,,,,
