cluster high,cluster low,cluster mean,cluster label,cluster stream,window high,window low,window mean,window label,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels)
[0.59915304 0.70962325 0.26504089 0.34557535 0.22773072 0.40530082],[0.05315421 0.04059579 0.0067903  0.03723715 0.01796145 0.0067903 ],[0.32615362 0.37510952 0.1359156  0.19140625 0.12284609 0.20604556],23,,[1.         0.46225175 0.13938376 0.40303738 0.45129965 0.55476051],[0.17640187 0.11623832 0.02073598 0.02905958 0.02876752 0.04972255],[0.58820093 0.28924504 0.08005987 0.21604848 0.24003359 0.30224153],,9.0,False,True,[],[]
[0.52438668 0.453125   0.16800526 0.23875584 0.43173189 0.59747371],[0.08433119 0.04526869 0.00459988 0.02971671 0.08287091 0.02679614],[0.30435894 0.24919685 0.08630257 0.13423627 0.2573014  0.31213493],8,,,,,,,,,,
[0.59915304 0.70962325 0.26504089 0.34557535 0.20604556 0.39661215],[0.1479264  0.24488902 0.02000584 0.10032126 0.02424065 0.03015479],[0.37353972 0.47725613 0.14252336 0.22294831 0.11514311 0.21338347],17,,,,,,,,,,
[0.3057097  0.28044685 0.22101343 0.28417056 0.43173189 0.59747371],[0.05315421 0.04059579 0.00459988 0.02971671 0.04015771 0.0067903 ],[0.17943195 0.16052132 0.11280666 0.15694363 0.2359448  0.30213201],14,,,,,,,,,,
[0.52438668 0.32768692 0.17004965 0.24985397 0.40457068 0.40530082],[0.17034171 0.06417932 0.00657126 0.02971671 0.01796145 0.02679614],[0.34736419 0.19593312 0.08831046 0.13978534 0.21126606 0.21604848],22,,,,,,,,,,
[0.59915304 0.70962325 0.26504089 0.34557535 0.17216706 0.22575935],[0.1479264  0.15245327 0.00657126 0.11426694 0.02424065 0.03015479],[0.37353972 0.43103826 0.13580607 0.22992114 0.09820386 0.12795707],38,,,,,,,,,,
[0.46239778 0.453125   0.19071262 0.2609521  0.43173189 0.59747371],[0.11791764 0.13617114 0.02402161 0.04088785 0.04015771 0.31286507],[0.29015771 0.29464807 0.10736711 0.15091998 0.2359448  0.45516939],1,,,,,,,,,,
[0.3057097  0.28044685 0.22101343 0.28417056 0.22773072 0.24182243],[0.05315421 0.04059579 0.10083236 0.15844042 0.06396028 0.0067903 ],[0.17943195 0.16052132 0.1609229  0.22130549 0.1458455  0.12430637],32,,,,,,,,,,
[0.43815713 0.36682243 0.16800526 0.24985397 0.43173189 0.59747371],[0.08433119 0.04526869 0.00459988 0.02971671 0.01796145 0.02679614],[0.26124416 0.20604556 0.08630257 0.13978534 0.22484667 0.31213493],48,,,,,,,,,,
[0.52438668 0.453125   0.19071262 0.2609521  0.40457068 0.40530082],[0.17494159 0.17881133 0.00657126 0.03789428 0.06921729 0.22232769],[0.34966414 0.31596817 0.09864194 0.14942319 0.23689398 0.31381425],53,,,,,,,,,,
[0.38106016 0.2312354  0.06228096 0.24985397 0.13222839 0.17924942],[0.09455315 0.06417932 0.0067903  0.03723715 0.01796145 0.02679614],[0.23780666 0.14770736 0.03453563 0.14354556 0.07509492 0.10302278],59,,,,,,,,,,
[0.33301694 0.36974299 0.19071262 0.28417056 0.43173189 0.59747371],[0.11791764 0.13617114 0.02402161 0.04088785 0.04015771 0.166691  ],[0.22546729 0.25295707 0.10736711 0.16252921 0.2359448  0.38208236],19,,,,,,,,,,
