cluster high,cluster low,cluster mean,cluster label,cluster stream,window high,window low,window mean,window label,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels)
"[0.35897436 0.32051282 0.46153846 0.43589744 0.52564103 0.37179487
 0.35897436 0.12820513 0.02564103 0.03846154 0.         0.01282051
 0.03846154 0.12820513 0.07692308 0.17948718 0.33333333 0.23076923
 0.07692308 0.19230769 0.16666667 0.11538462 0.11538462 0.26923077]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.17948718 0.16025641 0.23076923 0.21794872 0.26282051 0.18589744
 0.17948718 0.06410256 0.01282051 0.01923077 0.         0.00641026
 0.01923077 0.06410256 0.03846154 0.08974359 0.16666667 0.11538462
 0.03846154 0.09615385 0.08333333 0.05769231 0.05769231 0.13461538]",41,,"[0.6025641  0.51282051 0.64102564 0.69230769 0.76923077 0.85897436
 0.5        0.29487179 0.23076923 0.24358974 0.25641026 0.26923077
 0.25641026 0.25641026 0.28205128 0.48717949 0.43589744 0.35897436
 0.42307692 0.3974359  0.48717949 0.37179487 0.47435897 0.32051282]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.30128205 0.25641026 0.32051282 0.34615385 0.38461538 0.42948718
 0.25       0.1474359  0.11538462 0.12179487 0.12820513 0.13461538
 0.12820513 0.12820513 0.14102564 0.24358974 0.21794872 0.17948718
 0.21153846 0.19871795 0.24358974 0.18589744 0.23717949 0.16025641]",,4.0,False,True,[],[]
"[0.35897436 0.33333333 0.34615385 0.55128205 0.16666667 0.37179487
 0.35897436 0.03846154 0.02564103 0.03846154 0.01282051 0.01282051
 0.03846154 0.05128205 0.11538462 0.1025641  0.14102564 0.17948718
 0.17948718 0.16666667 0.14102564 0.1025641  0.24358974 0.26923077]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.17948718 0.16666667 0.17307692 0.27564103 0.08333333 0.18589744
 0.17948718 0.01923077 0.01282051 0.01923077 0.00641026 0.00641026
 0.01923077 0.02564103 0.05769231 0.05128205 0.07051282 0.08974359
 0.08974359 0.08333333 0.07051282 0.05128205 0.12179487 0.13461538]",28,,,,,,,,,,
"[0.35897436 0.32051282 0.46153846 0.33333333 0.52564103 0.37179487
 0.35897436 0.12820513 0.02564103 0.01282051 0.         0.
 0.02564103 0.12820513 0.07692308 0.17948718 0.33333333 0.23076923
 0.07692308 0.19230769 0.16666667 0.11538462 0.11538462 0.26923077]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.17948718 0.16025641 0.23076923 0.16666667 0.26282051 0.18589744
 0.17948718 0.06410256 0.01282051 0.00641026 0.         0.
 0.01282051 0.06410256 0.03846154 0.08974359 0.16666667 0.11538462
 0.03846154 0.09615385 0.08333333 0.05769231 0.05769231 0.13461538]",14,,,,,,,,,,
"[0.08974359 0.05128205 0.01282051 0.02564103 0.28205128 0.
 0.         0.         0.02564103 0.         0.         0.
 0.         0.         0.         0.17948718 0.33333333 0.23076923
 0.03846154 0.03846154 0.16666667 0.06410256 0.         0.16666667]","[0.01282051 0.         0.         0.         0.12820513 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.02564103 0.32051282 0.06410256
 0.02564103 0.01282051 0.02564103 0.         0.         0.        ]","[0.05128205 0.02564103 0.00641026 0.01282051 0.20512821 0.
 0.         0.         0.01282051 0.         0.         0.
 0.         0.         0.         0.1025641  0.32692308 0.1474359
 0.03205128 0.02564103 0.09615385 0.03205128 0.         0.08333333]",13,,,,,,,,,,
"[0.35897436 0.33333333 0.26923077 0.55128205 0.25641026 0.37179487
 0.35897436 0.01282051 0.         0.03846154 0.01282051 0.01282051
 0.03846154 0.05128205 0.08974359 0.1025641  0.14102564 0.14102564
 0.17948718 0.08974359 0.1025641  0.06410256 0.11538462 0.19230769]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.17948718 0.16666667 0.13461538 0.27564103 0.12820513 0.18589744
 0.17948718 0.00641026 0.         0.01923077 0.00641026 0.00641026
 0.01923077 0.02564103 0.04487179 0.05128205 0.07051282 0.07051282
 0.08974359 0.04487179 0.05128205 0.03205128 0.05769231 0.09615385]",10,,,,,,,,,,
"[0.29487179 0.32051282 0.46153846 0.51282051 0.26923077 0.25641026
 0.12820513 0.03846154 0.02564103 0.02564103 0.         0.
 0.         0.03846154 0.11538462 0.1025641  0.11538462 0.17948718
 0.08974359 0.16666667 0.14102564 0.1025641  0.24358974 0.26923077]","[0.         0.         0.14102564 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","[0.1474359  0.16025641 0.30128205 0.25641026 0.13461538 0.12820513
 0.06410256 0.01923077 0.01282051 0.01282051 0.         0.
 0.         0.01923077 0.05769231 0.05128205 0.05769231 0.08974359
 0.04487179 0.08333333 0.07051282 0.05128205 0.12179487 0.13461538]",58,,,,,,,,,,
"[0.21794872 0.06410256 0.30769231 0.51282051 0.08974359 0.02564103
 0.         0.         0.         0.         0.01282051 0.
 0.         0.03846154 0.05128205 0.03846154 0.06410256 0.07692308
 0.17948718 0.02564103 0.07692308 0.02564103 0.05128205 0.11538462]","[0.16666667 0.01282051 0.20512821 0.37179487 0.02564103 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.03846154 0.03846154
 0.01282051 0.         0.         0.         0.02564103 0.01282051]","[0.19230769 0.03846154 0.25641026 0.44230769 0.05769231 0.01282051
 0.         0.         0.         0.         0.00641026 0.
 0.         0.01923077 0.02564103 0.01923077 0.05128205 0.05769231
 0.09615385 0.01282051 0.03846154 0.01282051 0.03846154 0.06410256]",49,,,,,,,,,,
"[0.26923077 0.32051282 0.46153846 0.33333333 0.25641026 0.25641026
 0.01282051 0.         0.         0.         0.         0.
 0.02564103 0.05128205 0.06410256 0.1025641  0.08974359 0.19230769
 0.03846154 0.1025641  0.07692308 0.02564103 0.12820513 0.03846154]","[0.02564103 0.05128205 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","[0.1474359  0.18589744 0.23076923 0.16666667 0.12820513 0.12820513
 0.00641026 0.         0.         0.         0.         0.
 0.01282051 0.02564103 0.03205128 0.05128205 0.04487179 0.09615385
 0.01923077 0.05128205 0.03846154 0.01282051 0.06410256 0.01923077]",45,,,,,,,,,,
"[0.25641026 0.16666667 0.3974359  0.26923077 0.52564103 0.17948718
 0.1025641  0.12820513 0.         0.01282051 0.         0.
 0.02564103 0.12820513 0.07692308 0.14102564 0.07692308 0.1025641
 0.06410256 0.19230769 0.08974359 0.11538462 0.11538462 0.26923077]","[0.         0.         0.         0.         0.12820513 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","[0.12820513 0.08333333 0.19871795 0.13461538 0.32692308 0.08974359
 0.05128205 0.06410256 0.         0.00641026 0.         0.
 0.01282051 0.06410256 0.03846154 0.07051282 0.03846154 0.05128205
 0.03205128 0.09615385 0.04487179 0.05769231 0.05769231 0.13461538]",22,,,,,,,,,,
"[0.03846154 0.33333333 0.07692308 0.55128205 0.16666667 0.02564103
 0.17948718 0.         0.         0.         0.         0.01282051
 0.03846154 0.05128205 0.02564103 0.06410256 0.03846154 0.06410256
 0.03846154 0.         0.05128205 0.         0.11538462 0.19230769]","[0.01282051 0.11538462 0.01282051 0.35897436 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.02564103 0.         0.         0.02564103 0.
 0.         0.         0.         0.         0.02564103 0.        ]","[0.02564103 0.22435897 0.04487179 0.45512821 0.08333333 0.01282051
 0.08974359 0.         0.         0.         0.         0.00641026
 0.01923077 0.03846154 0.01282051 0.03205128 0.03205128 0.03205128
 0.01923077 0.         0.02564103 0.         0.07051282 0.09615385]",23,,,,,,,,,,
