cluster high,cluster low,cluster mean,cluster label,cluster stream,window high,window low,window mean,window label,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels)
"[0.5382881  0.55949896 0.41478079 0.22939457 0.3074739  0.35841336
 0.64384134 0.45778706]","[0.01177453 0.05903967 0.00659708 0.00317328 0.01210856 0.01903967
 0.00843424 0.00526096]","[0.27503132 0.30926931 0.21068894 0.11628392 0.15979123 0.18872651
 0.32613779 0.23152401]",23,,"[0.69753653 0.71724426 0.19949896 0.05244259 0.12643006 0.21244259
 0.38613779 0.75440501]","[0.04367432 0.13436326 0.03515658 0.02162839 0.02546973 0.0251357
 0.02096033 0.03014614]","[0.37060543 0.42580376 0.11732777 0.03703549 0.0759499  0.11878914
 0.20354906 0.39227557]",,7.0,False,True,[],[]
"[0.44885177 0.7851357  0.32901879 0.22555324 0.3074739  0.19231733
 0.11966597 0.38688935]","[0.09377871 0.28517745 0.08317328 0.02430063 0.0526096  0.06780793
 0.01169102 0.02271399]","[0.27131524 0.53515658 0.20609603 0.12492693 0.18004175 0.13006263
 0.0656785  0.20480167]",39,,,,,,,,,,
"[0.5382881  0.7851357  0.41478079 0.22939457 0.3074739  0.21085595
 0.11924843 0.15732777]","[0.37870564 0.23615866 0.1531524  0.11022965 0.17453027 0.09302714
 0.00960334 0.07807933]","[0.45849687 0.51064718 0.2839666  0.16981211 0.24100209 0.15194154
 0.06442589 0.11770355]",2,,,,,,,,,,
"[0.43691023 0.60150313 0.26830898 0.16784969 0.23256785 0.22104384
 0.64384134 0.45778706]","[0.08334029 0.14881002 0.04442589 0.017119   0.03348643 0.05878914
 0.03265136 0.11866388]","[0.26012526 0.37515658 0.15636743 0.09248434 0.13302714 0.13991649
 0.33824635 0.28822547]",1,,,,,,,,,,
"[0.19465553 0.42237996 0.32901879 0.22555324 0.25152401 0.24367432
 0.36150313 0.2434238 ]","[0.01177453 0.05903967 0.01110647 0.09770355 0.11816284 0.12258873
 0.00843424 0.00526096]","[0.10321503 0.24070981 0.17006263 0.16162839 0.18484342 0.18313152
 0.18496868 0.12434238]",30,,,,,,,,,,
"[0.44885177 0.7851357  0.17377871 0.1748643  0.17453027 0.22104384
 0.39473904 0.44776618]","[0.13152401 0.15039666 0.02505219 0.00467641 0.03340292 0.05453027
 0.00876827 0.05795407]","[0.29018789 0.46776618 0.09941545 0.08977035 0.1039666  0.13778706
 0.20175365 0.25286013]",54,,,,,,,,,,
"[0.13478079 0.14881002 0.12709812 0.12425887 0.13703549 0.21887265
 0.64384134 0.14079332]","[0.08334029 0.06413361 0.01336117 0.00860125 0.01210856 0.15665971
 0.54847599 0.11866388]","[0.10906054 0.10647182 0.07022965 0.06643006 0.07457203 0.18776618
 0.59615866 0.1297286 ]",13,,,,,,,,,,
"[0.5382881  0.7851357  0.21093946 0.22455115 0.3074739  0.21018789
 0.11924843 0.25093946]","[0.13803758 0.28517745 0.02505219 0.00467641 0.07916493 0.06780793
 0.00876827 0.02271399]","[0.33816284 0.53515658 0.11799582 0.11461378 0.19331942 0.13899791
 0.06400835 0.13682672]",27,,,,,,,,,,
"[0.39958246 0.42237996 0.41478079 0.22555324 0.24559499 0.19231733
 0.06162839 0.08450939]","[0.02814196 0.23615866 0.19056367 0.11022965 0.18764092 0.09302714
 0.00960334 0.00526096]","[0.21386221 0.32926931 0.30267223 0.16789144 0.21661795 0.14267223
 0.03561587 0.04488518]",5,,,,,,,,,,
"[0.27599165 0.26521921 0.17778706 0.15281837 0.18939457 0.24367432
 0.54847599 0.17803758]","[0.01177453 0.05903967 0.00659708 0.00317328 0.01210856 0.05453027
 0.00843424 0.0491858 ]","[0.14388309 0.16212944 0.09219207 0.07799582 0.10075157 0.1491023
 0.27845511 0.11361169]",55,,,,,,,,,,
