connectivity,F1,SI,homogeneity,RI,ARI,MI,NMI,AMI,CS,V,FMI,S,DB,segment,stream,size
0,1.0,,0.0,0.3083083083083083,0.0,0.0,0.0,0.0,1.0,0.0,0.5552551740491107,,,0,7,3
0,1.0,,0.0,0.5507246376811594,0.0,0.0,0.0,0.0,1.0,0.0,0.7421082385212816,,,1,7,3
0,1.0,,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.4472135954999579,,,2,7,3
0,1.0,,0.0,0.32,0.0,0.0,0.0,0.0,1.0,0.0,0.565685424949238,,,3,7,3
0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,5,7,3
0,1.0,,0.0,0.4666666666666667,0.0,0.0,0.0,0.0,1.0,0.0,0.6831300510639732,,,6,7,3
0,1.0,,0.0,0.5460992907801419,0.0,0.0,0.0,0.0,1.0,0.0,0.7389853116132565,,,9,7,3
0,1.0,,0.0,0.3083083083083083,0.0,0.0,0.0,0.0,1.0,0.0,0.5552551740491107,,,0,7,5
0,1.0,,0.0,0.43125,0.0,0.0,0.0,0.0,1.0,0.0,0.6566962768281849,,,1,7,5
0,1.0,,0.0,0.25882352941176473,0.0,0.0,0.0,0.0,1.0,0.0,0.5087470190691683,,,2,7,5
0,1.0,,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.4472135954999579,,,3,7,5
0,1.0,,0.0,0.6689655172413793,0.0,0.0,0.0,0.0,1.0,0.0,0.8179031221614081,,,4,7,5
0,1.0,,0.0,0.4666666666666667,0.0,0.0,0.0,0.0,1.0,0.0,0.6831300510639732,,,7,7,5
0,1.0,,0.0,0.4105263157894737,0.0,0.0,0.0,0.0,1.0,0.0,0.6407232755171874,,,8,7,5
0,1.0,,0.0,0.4256410256410256,0.0,0.0,0.0,0.0,1.0,0.0,0.6524116994973539,,,9,7,5
0,1.0,,0.0,0.3083083083083083,0.0,0.0,0.0,0.0,1.0,0.0,0.5552551740491107,,,0,7,10
0,1.0,,0.0,0.4413793103448276,0.0,0.0,0.0,0.0,1.0,0.0,0.6643638388299198,,,1,7,10
0,1.0,,0.0,0.15555555555555556,0.0,0.0,0.0,0.0,1.0,0.0,0.39440531887330776,,,2,7,10
0,1.0,,0.0,0.3111111111111111,0.0,0.0,0.0,0.0,1.0,0.0,0.5577733510227171,,,3,7,10
0,1.0,,0.0,0.35555555555555557,0.0,0.0,0.0,0.0,1.0,0.0,0.5962847939999439,,,4,7,10
0,1.0,,0.0,0.3083083083083083,0.0,0.0,0.0,0.0,1.0,0.0,0.5552551740491107,,,0,7,100
0,1.0,,0.0,0.3251505016722408,0.0,0.0,0.0,0.0,1.0,0.0,0.5702196959701066,,,1,7,100
0,1.0,,0.0,0.3083083083083083,0.0,0.0,0.0,0.0,1.0,0.0,0.5552551740491107,,,0,7,500
0,1.0,,0.0,0.32438038038038036,0.0,0.0,0.0,0.0,1.0,0.0,0.569544010924863,,,1,7,500
0,1.0,,0.0,0.3026372745490982,0.0,0.0,0.0,0.0,1.0,0.0,0.5501247808898434,,,2,7,500
0,1.0,,0.0,0.3083083083083083,0.0,0.0,0.0,0.0,1.0,0.0,0.5552551740491107,,,0,7,1000
0,1.0,,0.0,0.3214194194194194,0.0,0.0,0.0,0.0,1.0,0.0,0.5669386381429823,,,1,7,1000
0,1.0,,0.0,0.3133713713713714,0.0,0.0,0.0,0.0,1.0,0.0,0.5597958300767981,,,2,7,1000
0,1.0,,0.0,0.3208908908908909,0.0,0.0,0.0,0.0,1.0,0.0,0.5664723213810988,,,3,7,1000
