connectivity,F1,SI,homogeneity,RI,ARI,MI,NMI,AMI,CS,V,FMI,S,DB,segment,stream,size
0.0,1.0,,0.0,0.3083083083083083,0.0,0.0,0.0,0.0,1.0,0.0,0.5552551740491107,,,0,10,3
0.0,1.0,,0.0,0.5151515151515151,0.0,0.0,0.0,0.0,1.0,0.0,0.7177405625652734,,,1,10,3
0.0,1.0,,0.0,0.3083083083083083,0.0,0.0,0.0,0.0,1.0,0.0,0.5552551740491107,,,0,10,5
0.0,1.0,,0.0,0.4256410256410256,0.0,0.0,0.0,0.0,1.0,0.0,0.6524116994973539,,,1,10,5
0.0,1.0,,0.0,0.3263157894736842,0.0,0.0,0.0,0.0,1.0,0.0,0.5712405705774795,,,3,10,5
0.0,1.0,,0.0,0.6727272727272727,0.0,0.0,0.0,0.0,1.0,0.0,0.8201995322647244,,,4,10,5
0.0,1.0,,0.0,0.6705882352941176,0.0,0.0,0.0,0.0,1.0,0.0,0.8188945202491695,,,5,10,5
0.0,1.0,,0.0,0.3083083083083083,0.0,0.0,0.0,0.0,1.0,0.0,0.5552551740491107,,,0,10,10
0.0,1.0,,0.0,0.43157894736842106,0.0,0.0,0.0,0.0,1.0,0.0,0.6569466853317864,,,1,10,10
454.66666666666663,1.0,0.6035555979900721,0.6412849510875055,0.8291731731731732,0.6527915369685751,0.8345456509557246,0.78144255287614,0.7805866526524203,1.0,0.7814425528761402,0.8021648073341399,807.0489572218194,0.5256139866473716,0,10,100
0.0,1.0,,0.0,0.3206060606060606,0.0,0.0,0.0,0.0,1.0,0.0,0.5662208585049305,,,1,10,100
454.66666666666663,1.0,0.6035555979900721,0.6412849510875055,0.8291731731731732,0.6527915369685751,0.8345456509557246,0.78144255287614,0.7805866526524203,1.0,0.7814425528761402,0.8021648073341399,807.0489572218194,0.5256139866473716,0,10,500
0.0,1.0,,0.0,0.32370340681362725,0.0,0.0,0.0,0.0,1.0,0.0,0.5689493886222458,,,1,10,500
454.66666666666663,1.0,0.6035555979900721,0.6412849510875055,0.8291731731731732,0.6527915369685751,0.8345456509557246,0.78144255287614,0.7805866526524203,1.0,0.7814425528761402,0.8021648073341399,807.0489572218194,0.5256139866473716,0,10,1000
0.0,1.0,,0.0,0.3214194194194194,0.0,0.0,0.0,0.0,1.0,0.0,0.5669386381429823,,,1,10,1000
