x,y,cluster,is_included,target,segment,stream
0.6839115353,0.5435036727,21,True,1,0,-1
0.6857011239,0.5511360485,21,True,1,0,-1
0.6128098875,0.5702447167,21,True,1,0,-1
0.6355533713,0.5440473666,21,True,1,0,-1
0.6536933881,0.6055935235,21,True,1,0,-1
0.6031794386,0.5507261033,21,True,1,0,-1
0.5967205737,0.538333143,21,True,1,0,-1
0.6207759979,0.5691997369,21,True,1,0,-1
0.5861210297,0.5080189423,21,True,1,0,-1
0.6208386228,0.5692149603,21,True,1,0,-1
0.5921701786,0.5833238187,21,True,1,0,-1
0.6179472591,0.5693574081,21,True,1,0,-1
0.6454969452,0.5692519315,21,True,1,0,-1
0.62352619,0.5282965524,21,True,1,0,-1
0.6191488097,0.5694367874,21,True,1,0,-1
0.6921483129,0.5661376524,21,True,1,0,-1
0.6287431696,0.5646501057,21,True,1,0,-1
0.6158445457,0.5699967922,21,True,1,0,-1
0.6454375045,0.5902026347,21,True,1,0,-1
0.6178984329,0.601659354,21,True,1,0,-1
0.6071609016,0.5631908311,21,True,1,0,-1
0.6173432996,0.567151098,21,True,1,0,-1
0.6473544659,0.5512871955,21,True,1,0,-1
0.6810148644,0.600723113,21,True,1,0,-1
0.613211112,0.5498007362,21,True,1,0,-1
0.6170652022,0.577906452,21,True,1,0,-1
0.5762230978,0.5648708455,21,True,1,0,-1
0.6212313558,0.5570775362,21,True,1,0,-1
0.6234678108,0.5697347317,21,True,1,0,-1
0.5827191131,0.564443502,21,True,1,0,-1
0.6290626632,0.5076883764,21,True,1,0,-1
0.6043937265,0.5683298265,21,True,1,0,-1
0.642961164,0.5436537322,21,True,1,0,-1
0.5736045243,0.4882730649,21,True,1,0,-1
0.6436457931,0.5638824099,21,True,1,0,-1
0.6271319031,0.5443246505,21,True,1,0,-1
0.6130805548,0.564157519,21,True,1,0,-1
0.6164283379,0.5963387648,21,True,1,0,-1
0.6202346632,0.5479152055,21,True,1,0,-1
0.6305338196,0.5429349688,21,True,1,0,-1
0.6341841132,0.5445899732,21,True,1,0,-1
0.6431193186,0.5745094521,21,True,1,0,-1
0.6224976542,0.5606430812,21,True,1,0,-1
0.6567386606,0.5520516292,21,True,1,0,-1
0.5968914656,0.6298825077,21,True,1,0,-1
0.5564293569,0.5726891647,21,True,1,0,-1
0.6490304803,0.5733035389,21,True,1,0,-1
0.5750236701,0.6204918256,21,True,1,0,-1
0.6210891228,0.5694128649,21,True,1,0,-1
0.6214192308,0.5491450412,21,True,1,0,-1
0.6348209775,0.5884639014,21,True,1,0,-1
0.569005303,0.64077596,21,True,1,0,-1
0.5378573339,0.4983455393,21,True,1,0,-1
0.6198960638,0.5668281438,21,True,1,0,-1
0.614360652,0.6184834201,21,True,1,0,-1
0.6193759579,0.5851680286,21,True,1,0,-1
0.6767956388,0.561780489,21,True,1,0,-1
0.6309668873,0.5960299467,21,True,1,0,-1
0.5929853649,0.6310253524,21,True,1,0,-1
0.6637569047,0.5916347246,21,True,1,0,-1
0.8297322198,0.2907251246,21,True,2,0,-1
0.8298680842,0.2907903679,21,True,2,0,-1
0.8430065937,0.3065096478,21,True,2,0,-1
0.828607093,0.2941590957,21,True,2,0,-1
0.7829556021,0.1890478288,21,True,2,0,-1
0.8753709734,0.406166577,21,True,2,0,-1
0.825025793,0.2880284026,21,True,2,0,-1
0.8068231513,0.2396385523,21,True,2,0,-1
0.825131937,0.2851098534,21,True,2,0,-1
0.8295029487,0.2882872009,21,True,2,0,-1
0.8107610952,0.2302881034,21,True,2,0,-1
0.8346063542,0.2844943918,21,True,2,0,-1
0.8606403033,0.3453250474,21,True,2,0,-1
0.8307331581,0.3089791058,21,True,2,0,-1
0.8301260142,0.2982846455,21,True,2,0,-1
0.8366559957,0.3112310862,21,True,2,0,-1
0.8173069983,0.2754364503,21,True,2,0,-1
0.8319230328,0.300264779,21,True,2,0,-1
0.829016809,0.2847292676,21,True,2,0,-1
0.8304731052,0.2907729697,21,True,2,0,-1
0.8323009056,0.287126958,21,True,2,0,-1
0.8282292202,0.2840159411,21,True,2,0,-1
0.8078538099,0.254379183,21,True,2,0,-1
0.8251712103,0.2973647153,21,True,2,0,-1
0.8297449571,0.2929673186,21,True,2,0,-1
0.8378448089,0.2914134412,21,True,2,0,-1
0.8301483045,0.2893332681,21,True,2,0,-1
0.903249706,0.4623671348,21,True,2,0,-1
0.8496745624,0.3279344523,21,True,2,0,-1
0.8292588174,0.2896670962,21,True,2,0,-1
0.8265309155,0.2972690252,21,True,2,0,-1
0.8336574265,0.2909132428,21,True,2,0,-1
0.8316810244,0.2832634687,21,True,2,0,-1
0.8296281987,0.2965209023,21,True,2,0,-1
0.8252465726,0.2896866692,21,True,2,0,-1
0.8155948949,0.2727103688,21,True,2,0,-1
0.8179035278,0.2706541182,21,True,2,0,-1
0.8462864446,0.3249158634,21,True,2,0,-1
0.8257496954,0.2722264812,21,True,2,0,-1
0.8330131321,0.3057865349,21,True,2,0,-1
0.837343809,0.3036617789,21,True,2,0,-1
0.8303393637,0.2932641755,21,True,2,0,-1
0.8242509415,0.2810267117,21,True,2,0,-1
0.8490812172,0.3212959489,21,True,2,0,-1
0.8436010003,0.3297623514,21,True,2,0,-1
0.8286983768,0.2916842008,21,True,2,0,-1
0.830316012,0.2852599129,21,True,2,0,-1
0.8433844665,0.3154653748,21,True,2,0,-1
0.8244993186,0.2920397767,21,True,2,0,-1
0.8027631417,0.2145894839,21,True,2,0,-1
0.8317754926,0.302263398,21,True,2,0,-1
0.8309072344,0.2900857405,21,True,2,0,-1
0.838235419,0.3003843916,21,True,2,0,-1
0.8231332447,0.2827828432,21,True,2,0,-1
0.8604195237,0.3718594877,21,True,2,0,-1
0.8051864102,0.2279252095,21,True,2,0,-1
0.8281421821,0.2905609291,21,True,2,0,-1
0.8310855563,0.29251714,21,True,2,0,-1
0.8310048869,0.2839311248,21,True,2,0,-1
0.8534808877,0.3461351514,21,True,2,0,-1
0.8316927003,0.2912688186,21,True,2,0,-1
0.8417583397,0.3209208001,21,True,2,0,-1
0.8269353243,0.2971820342,21,True,2,0,-1
0.3804616417,0.8320909926,21,True,3,0,-1
0.4101384543,0.8285363215,21,True,3,0,-1
0.4050913051,0.798413501,21,True,3,0,-1
