connectivity,F1,SI,homogeneity,RI,ARI,MI,NMI,AMI,CS,V,FMI,S,DB,segment,stream,size
0.0,1.0,,0.0,0.3083083083083083,0.0,0.0,0.0,0.0,1.0,0.0,0.5552551740491107,,,0,4,3
0.0,1.0,,0.0,0.5402298850574713,0.0,0.0,0.0,0.0,1.0,0.0,0.7350033231608353,,,1,4,3
0.0,1.0,,0.0,0.3083083083083083,0.0,0.0,0.0,0.0,1.0,0.0,0.5552551740491107,,,0,4,5
0.0,1.0,,0.0,0.37777777777777777,0.0,0.0,0.0,0.0,1.0,0.0,0.6146362971528592,,,1,4,5
422.3333333333333,1.0,0.652376033344752,0.4984581899012632,0.764956956956957,0.5450370531119042,0.648675933935333,0.6652947586533698,0.6646002213235244,1.0,0.66529475865337,0.7532727178621949,1153.5275165999415,0.550035325124173,0,4,10
0.0,1.0,,0.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.6324555320336759,,,1,4,10
422.3333333333333,1.0,0.652376033344752,0.4984581899012632,0.764956956956957,0.5450370531119042,0.648675933935333,0.6652947586533698,0.6646002213235244,1.0,0.66529475865337,0.7532727178621949,1153.5275165999415,0.550035325124173,0,4,100
0.0,1.0,,0.0,0.3206060606060606,0.0,0.0,0.0,0.0,1.0,0.0,0.5662208585049305,,,1,4,100
422.3333333333333,1.0,0.652376033344752,0.4984581899012632,0.764956956956957,0.5450370531119042,0.648675933935333,0.6652947586533698,0.6646002213235244,1.0,0.66529475865337,0.7532727178621949,1153.5275165999415,0.550035325124173,0,4,500
0.0,1.0,,0.0,0.32370340681362725,0.0,0.0,0.0,0.0,1.0,0.0,0.5689493886222458,,,1,4,500
422.3333333333333,1.0,0.652376033344752,0.4984581899012632,0.764956956956957,0.5450370531119042,0.648675933935333,0.6652947586533698,0.6646002213235244,1.0,0.66529475865337,0.7532727178621949,1153.5275165999415,0.550035325124173,0,4,1000
0.0,1.0,,0.0,0.3214194194194194,0.0,0.0,0.0,0.0,1.0,0.0,0.5669386381429823,,,1,4,1000
